DateID,SMALL LoPRIOR,ME1 PRIOR2,ME1 PRIOR3,ME1 PRIOR4,SMALL HiPRIOR,ME2 PRIOR1,ME2 PRIOR2,ME2 PRIOR3,ME2 PRIOR4,ME2 PRIOR5,ME3 PRIOR1,ME3 PRIOR2,ME3 PRIOR3,ME3 PRIOR4,ME3 PRIOR5,ME4 PRIOR1,ME4 PRIOR2,ME4 PRIOR3,ME4 PRIOR4,ME4 PRIOR5,BIG LoPRIOR,ME5 PRIOR2,ME5 PRIOR3,ME5 PRIOR4,BIG HiPRIOR
200106,44.70,57.40,55.18,64.46,64.43,358.39,364.19,363.00,369.71,364.08,919.33,951.26,953.30,916.71,958.77,2873.99,2769.28,2661.93,2607.80,2901.68,24728.17,15690.85,25458.35,21439.09,14602.16
200107,41.76,49.52,57.90,62.80,64.03,349.20,356.81,363.17,357.93,368.05,973.93,939.10,908.39,943.58,923.27,2822.80,2791.20,2801.17,2629.40,2909.63,23017.28,18549.41,24558.01,20111.26,15443.89
200108,41.95,51.11,54.68,61.84,60.42,362.11,361.19,365.80,358.85,369.66,997.02,965.47,917.04,941.90,987.64,2966.20,2580.84,2780.37,2844.62,2950.29,22930.79,19981.15,25926.75,18066.73,14460.84
200109,40.90,51.96,57.22,60.30,60.23,352.23,359.78,356.92,360.47,369.14,1006.53,932.10,909.59,950.86,976.09,2812.86,2735.26,2339.24,2829.00,2904.86,21280.90,19691.45,28082.97,16885.85,12747.76
200110,34.51,47.67,51.95,53.43,55.19,318.52,332.15,316.15,321.57,328.77,938.47,871.38,809.27,861.19,881.81,2741.75,2437.59,2495.57,2629.51,2554.38,19787.61,18703.16,25201.21,15145.67,11543.54
200111,38.35,41.92,53.63,50.10,54.38,327.74,337.10,345.77,328.90,325.15,975.51,905.34,910.51,911.21,881.42,2870.47,2512.54,2484.55,2606.67,2734.66,18959.97,21681.64,15774.54,25408.62,11587.47
200112,40.43,46.22,55.95,48.18,57.82,346.44,333.05,360.89,355.80,346.39,995.59,935.60,935.29,934.96,937.41,2770.16,2618.35,2470.18,2781.68,2814.99,18401.14,19681.17,23018.92,21524.56,10577.30
200201,40.18,54.89,49.78,53.41,57.17,351.24,360.31,371.60,373.23,352.08,995.82,967.79,1024.51,951.29,996.78,2751.44,3104.85,2850.08,2853.58,2886.90,18404.39,22789.94,28552.85,15396.68,11249.59
200202,38.78,49.31,50.43,50.50,58.34,341.38,362.79,348.76,357.60,351.09,1023.63,923.31,872.36,943.94,967.38,2732.15,2635.20,2632.21,2513.38,3056.46,13080.68,24975.40,20278.13,22554.44,14959.63
200203,38.13,48.14,50.47,54.74,56.67,348.36,352.85,361.60,365.12,357.94,985.88,956.27,964.30,938.30,977.57,2756.37,2647.85,2473.31,2782.67,2960.20,14381.32,23467.84,17634.27,24594.81,17025.08
200204,39.94,49.31,54.21,61.50,61.08,380.10,375.45,380.72,396.78,364.75,1045.36,1042.60,1085.16,1031.65,1030.69,2895.11,2604.36,2709.65,2997.20,3277.62,19272.26,21291.65,25949.99,19360.81,16447.56
200205,38.52,52.17,55.13,63.00,62.34,384.93,374.73,383.56,400.95,373.37,1034.33,1080.70,1007.03,999.80,1022.97,2775.43,2780.87,2623.13,2931.88,2938.19,18592.84,25609.85,20602.25,19373.14,14044.14
200206,38.44,52.90,56.64,60.33,62.38,382.77,386.79,375.82,403.75,378.99,1060.50,1011.98,1044.89,990.60,1015.18,2743.48,2798.17,2695.75,2875.17,2963.49,17769.30,26233.41,17927.99,19884.66,13761.52
200207,35.58,51.40,52.11,61.72,61.70,366.08,370.61,387.00,383.46,361.79,983.75,952.57,1057.19,978.11,984.55,2777.61,2561.85,2750.50,2662.83,2690.85,19271.25,19731.78,22650.75,19243.37,10469.84
200208,31.74,42.81,49.21,55.89,56.93,333.57,318.67,324.78,354.77,316.09,919.86,893.04,843.18,875.67,822.45,2530.12,2543.78,2183.10,2471.72,2175.27,18362.24,18273.20,17417.64,19105.44,9610.11
200209,30.50,42.37,51.21,49.05,54.47,330.37,345.06,347.53,329.01,317.60,932.04,878.33,841.96,887.41,842.87,2550.68,2377.78,2228.67,2395.92,2347.97,12878.54,20711.75,21815.98,13867.63,9001.35
200210,25.29,39.38,41.98,49.25,49.67,275.45,301.52,269.54,296.09,283.18,769.58,764.61,738.50,729.31,755.87,1998.31,2058.54,1941.19,2063.95,2118.01,15907.43,18597.87,14899.21,9249.20,8452.22
200211,29.22,38.04,43.93,48.18,51.68,315.08,337.52,328.83,308.18,324.32,897.62,909.62,815.56,880.37,837.36,2522.37,2328.57,2317.30,2240.59,2411.89,16346.69,22179.49,16509.87,13886.18,8877.17
200212,32.70,42.31,46.33,49.80,52.45,326.98,335.62,346.89,323.26,336.35,899.87,923.45,893.41,920.70,863.76,2576.14,2661.13,2326.19,2440.01,2392.35,16437.45,20172.16,20224.73,15988.44,9240.27
200301,31.71,43.71,45.69,47.23,52.59,325.38,323.85,351.50,300.14,332.43,863.50,876.35,840.62,860.25,865.01,2489.88,2197.12,2409.47,2401.64,2278.40,18708.52,18146.21,21893.16,10507.37,8789.27
200302,30.86,39.71,43.27,45.17,52.50,322.17,329.47,309.42,302.89,325.24,839.78,854.16,793.97,850.36,848.80,2233.22,2358.37,2339.03,2156.06,2352.87,14386.47,19632.41,18539.72,10663.16,9455.86
200303,28.75,40.18,41.85,44.30,48.51,313.61,315.38,300.99,312.23,317.95,814.13,854.37,772.98,801.11,826.41,2296.48,2415.19,2121.67,2044.36,2347.00,14111.35,16746.27,19626.52,11530.04,7320.23
200304,28.85,36.80,41.88,43.36,48.19,320.24,310.19,292.64,300.89,320.00,837.38,808.50,809.29,796.42,823.24,2236.99,2249.26,1953.71,2127.06,2294.77,10736.20,18272.49,18585.10,15168.99,6283.61
200305,32.48,42.70,52.32,48.21,51.64,353.11,355.70,347.94,352.02,347.62,948.38,889.29,967.91,890.16,906.07,2617.46,2420.14,2296.02,2381.87,2392.29,13276.41,20579.92,22279.03,15568.18,7680.22
200306,33.79,53.49,48.43,52.53,56.46,377.58,384.75,377.81,362.86,360.72,981.15,986.74,1018.28,937.06,952.29,2679.02,2741.48,2435.39,2632.02,2469.33,12939.83,21805.91,23060.64,13852.87,17162.95
200307,34.68,49.79,51.95,56.56,55.74,383.43,394.88,374.97,381.85,356.82,978.49,1015.42,1010.62,937.54,974.43,2768.99,2597.46,2795.97,2565.22,2331.83,13384.90,25206.30,18500.88,13106.74,18122.28
200308,35.45,50.31,58.85,60.23,57.02,384.06,383.51,379.84,381.08,373.14,1024.29,977.88,972.98,965.28,983.08,2872.69,2744.46,2622.82,2528.29,2423.92,15222.51,22795.26,18307.59,16252.70,17269.53
200309,34.36,49.39,55.99,66.27,56.21,379.51,376.46,372.65,370.52,369.08,995.14,923.19,944.60,888.70,1024.82,2657.59,2812.53,2470.05,2426.29,2522.81,18761.66,20066.69,18576.75,14373.01,14260.41
200310,32.97,53.89,62.30,66.06,58.82,370.82,384.21,375.69,365.86,383.76,942.15,963.95,986.77,968.57,1005.94,2736.31,2685.56,2407.43,2489.12,2571.17,19454.54,17263.25,19117.76,15732.50,17840.13
200311,35.10,53.71,58.91,64.55,62.50,413.58,397.50,399.21,402.66,411.62,996.95,988.09,1017.57,1089.96,1062.14,3054.72,2961.68,2690.00,2587.84,2709.54,20680.76,23384.23,15862.52,12103.03,14662.58
200312,36.85,59.49,61.29,73.95,64.99,429.71,418.64,410.74,442.06,422.45,1146.02,1063.14,1055.65,1086.31,1115.96,3193.53,2951.01,2958.14,2683.82,2926.98,24833.46,19964.06,19609.79,14606.14,11030.53
200401,40.15,66.34,70.17,80.46,66.14,448.94,462.77,484.20,483.30,445.85,1158.40,1122.83,1175.70,1198.35,1192.80,3358.02,3348.51,2951.87,3145.23,3169.50,24893.93,24634.18,18176.87,20682.09,13449.04
200402,41.73,66.73,75.56,82.39,72.62,459.66,494.39,475.53,480.28,459.01,1179.74,1074.68,1187.13,1213.01,1222.66,3377.92,3314.75,3024.89,3222.72,3234.15,20630.70,27700.43,22541.63,17841.26,16022.08
200403,44.73,71.93,73.84,79.17,72.31,480.59,495.10,505.06,472.30,486.61,1253.80,1229.11,1196.00,1147.07,1286.94,3389.12,3182.37,3323.21,3253.59,3417.93,27289.59,21789.42,22483.29,19519.01,12590.96
200404,43.85,67.15,77.04,73.21,67.75,457.86,469.93,491.49,470.97,455.56,1210.43,1152.75,1166.20,1171.65,1187.35,3055.99,3176.26,3089.64,3038.88,3322.75,24976.34,21898.49,21319.70,16528.37,16438.42
200405,43.76,61.78,67.83,76.96,64.92,462.02,436.69,444.69,455.70,456.31,1134.48,1263.71,1134.02,1180.77,1133.25,3085.49,3134.80,3118.98,2948.72,3063.02,23994.83,18576.17,23871.95,16178.05,11565.34
200406,44.13,64.80,73.64,75.78,65.22,459.07,445.27,471.55,443.63,460.16,1189.89,1243.04,1161.21,1140.07,1129.00,3088.62,3197.26,3161.89,3049.01,3028.76,23021.09,21018.06,26118.41,16160.12,10775.63
200407,45.12,69.66,72.66,80.29,67.41,461.37,490.31,473.34,447.98,485.52,1256.30,1228.72,1193.47,1217.16,1171.04,2924.18,3185.21,3297.86,3114.03,3242.56,22624.55,21790.72,27059.58,15380.73,11676.07
200408,43.48,68.42,70.31,77.10,66.34,429.96,468.36,435.81,449.17,463.93,1189.36,1227.71,1146.84,1155.85,1160.51,2990.31,3124.23,3133.93,3061.99,2970.76,23118.52,22755.46,22884.53,15068.21,10532.01
200409,42.76,67.75,76.22,75.54,67.84,428.97,469.16,462.49,460.40,458.06,1189.97,1176.05,1208.80,1223.67,1193.37,3300.27,3165.11,2929.41,3301.92,2993.99,15890.36,29149.99,22955.36,18185.54,12652.56
200410,46.66,76.61,71.55,79.29,74.94,461.10,477.77,487.63,500.33,479.60,1250.60,1250.90,1245.28,1227.07,1246.48,3220.49,3345.54,3005.96,3121.23,3324.03,18152.03,28419.15,22509.35,22192.74,14587.21
200411,47.39,74.28,79.02,84.55,73.30,480.13,473.12,527.76,481.50,511.19,1249.72,1326.89,1340.45,1248.24,1250.27,3319.92,3359.83,3326.61,3353.97,3425.52,20786.65,26336.85,25741.07,20981.23,17113.32
200412,50.58,81.90,82.49,94.28,80.01,501.50,542.02,522.94,537.00,538.51,1376.04,1349.59,1379.19,1280.50,1404.68,3234.97,3573.04,3401.39,3695.38,3382.77,19925.92,32159.79,24562.69,22955.26,16974.49
200501,52.29,86.83,83.57,93.17,83.96,521.56,524.19,543.00,554.60,549.08,1389.95,1403.10,1335.01,1441.67,1377.32,3472.87,3844.29,3514.49,3535.85,3385.93,28957.30,27605.01,26523.63,18769.61,12804.09
200502,52.18,84.28,92.67,95.53,87.10,515.39,528.47,551.01,517.03,555.40,1415.76,1351.22,1304.28,1467.70,1370.01,3385.65,3765.64,3312.19,3480.32,3467.20,18401.77,32671.45,25100.46,20206.75,10922.79
200503,50.39,84.62,95.08,101.43,96.82,532.31,552.86,553.66,565.96,571.19,1400.80,1437.62,1403.17,1448.61,1467.85,3759.02,3677.24,3863.16,3541.19,3310.42,23699.13,29497.98,28795.98,17450.83,9913.79
200504,50.12,90.68,88.02,103.79,88.71,537.76,526.52,536.11,544.34,539.30,1394.95,1325.94,1347.04,1423.91,1391.63,3419.13,3521.15,3787.85,3434.14,3250.58,23354.51,29291.24,24876.02,19682.53,10698.92
200505,50.03,79.09,86.94,92.81,85.37,494.26,524.88,519.06,525.10,508.84,1333.12,1301.20,1307.58,1284.43,1394.10,3175.45,3416.30,3475.53,3348.77,3020.67,24277.15,27436.57,24577.99,16408.11,12635.23
200506,46.76,80.88,85.40,88.77,86.65,519.40,531.39,504.96,531.17,512.34,1317.60,1330.36,1336.50,1326.43,1398.05,3309.46,3590.85,3563.91,3423.10,3058.58,19665.95,28563.64,29141.01,17831.74,9107.93
200507,50.19,82.55,82.27,84.95,87.69,512.06,523.37,537.15,496.63,530.18,1277.04,1347.64,1357.32,1336.66,1467.73,3323.62,3569.54,3524.89,3523.99,3366.16,17378.65,25441.95,32291.02,21157.71,10618.06
200508,52.61,84.35,86.00,90.68,86.89,542.87,542.71,537.99,555.12,542.08,1301.46,1471.11,1422.61,1418.84,1517.65,3317.65,3875.64,3703.49,3291.49,3506.32,18897.01,29144.45,31452.89,15856.08,11488.87
200509,53.79,87.52,91.35,99.51,83.43,544.07,544.63,551.07,581.90,543.93,1380.66,1485.06,1358.55,1479.98,1503.62,3413.76,3892.25,3574.21,3656.51,3279.56,18678.37,29787.78,29309.41,18731.87,11319.68
200510,52.81,87.86,91.22,98.07,85.33,554.73,564.23,565.29,566.90,560.43,1361.55,1550.76,1470.67,1460.20,1541.85,3517.23,3711.75,3902.72,3781.92,3497.52,21136.27,30876.58,27547.19,17947.06,10752.75
200511,50.14,84.94,85.67,89.91,84.23,531.11,545.32,542.16,555.02,527.19,1356.54,1384.35,1427.82,1397.55,1442.36,3423.03,3645.59,3461.07,3506.83,3337.54,22991.05,24710.27,24993.05,21897.79,11339.02
200512,52.62,83.00,83.49,98.91,82.03,552.71,559.27,516.35,542.19,566.32,1436.77,1451.09,1495.64,1452.71,1513.35,3515.44,3656.49,3414.34,3802.41,3220.85,19890.59,21826.69,34173.04,18339.51,15170.61
200601,54.88,79.71,88.94,103.19,84.37,563.15,567.51,527.49,562.94,579.15,1509.34,1513.72,1540.74,1411.71,1561.02,3638.79,3492.31,3661.56,3809.02,3753.97,20448.22,22659.36,29568.97,22703.65,22302.85
200602,61.36,88.97,103.98,91.75,94.43,609.96,587.80,580.87,585.81,628.99,1541.02,1679.55,1501.18,1647.27,1646.01,4010.68,3735.11,3996.78,3930.84,3969.47,20067.20,22417.26,34982.74,24601.86,20158.44
200603,61.70,95.18,95.68,97.05,94.27,616.63,589.12,587.86,594.94,633.91,1609.08,1526.48,1595.15,1592.33,1683.72,3602.77,4200.82,3960.77,4040.59,3865.37,21321.66,26446.88,32342.34,23883.07,16991.31
200604,63.38,98.19,100.57,105.02,97.75,635.58,577.43,623.62,622.45,664.75,1625.34,1584.78,1642.46,1613.67,1716.70,3858.78,4092.78,4214.00,3992.34,4072.66,19832.52,37090.01,26680.10,24093.42,16634.65
200605,65.30,105.13,109.64,109.82,96.88,645.02,645.96,644.27,656.66,680.50,1589.43,1699.97,1611.26,1685.97,1768.63,3989.84,4411.41,4071.38,4365.83,4416.26,25971.40,33637.78,28408.81,22948.46,17113.81
200606,62.47,87.16,105.78,104.77,95.91,602.16,612.60,633.26,612.15,647.22,1574.85,1557.63,1541.54,1602.84,1702.69,3931.24,4589.59,3720.29,3927.28,4083.04,27695.47,31521.86,24616.07,22441.80,16468.23
200607,62.70,89.82,105.59,105.32,90.81,631.49,580.15,593.40,616.96,656.53,1628.87,1557.32,1610.65,1537.87,1690.48,3992.82,4008.80,4367.34,3817.90,4113.63,22801.29,33715.81,23914.30,26184.08,15645.74
200608,62.21,99.95,105.98,110.08,87.51,604.80,615.75,618.67,621.01,666.56,1633.75,1671.72,1531.72,1618.59,1722.04,3974.71,4250.07,4084.90,4124.48,4288.68,27763.25,33982.07,24290.44,26288.59,17814.14
200609,64.83,100.42,106.77,119.13,90.76,626.12,617.44,653.33,621.68,685.46,1678.00,1545.59,1675.76,1713.32,1771.69,3953.72,4145.66,4541.69,3924.08,4485.64,27299.64,30355.46,27913.76,26600.64,19375.79
200610,66.87,100.94,113.49,110.92,90.33,619.02,655.06,652.42,656.24,672.66,1670.75,1684.12,1622.07,1823.09,1820.30,4098.10,4208.65,4163.18,4456.59,4621.36,32477.80,27939.48,27148.01,28167.20,19488.87
200611,71.22,112.67,119.36,108.39,93.29,629.69,700.13,667.35,733.38,699.14,1685.86,1777.68,1772.68,1792.95,1869.47,3947.39,4738.39,4676.92,4359.09,4604.21,37794.72,30305.51,26143.87,25404.46,17163.12
200612,74.01,105.55,118.53,128.60,100.47,659.26,673.30,716.97,727.17,733.67,1707.93,1885.77,1911.57,1809.34,1829.94,4186.48,4464.12,4811.11,4603.57,4718.92,40374.71,30027.85,27811.16,24615.03,19572.95
200701,73.28,115.24,126.68,118.61,107.03,675.32,726.97,673.50,736.55,778.26,1777.90,1819.52,2001.68,1863.22,1938.71,4292.98,4743.10,4801.05,4675.52,5014.67,40235.02,34630.97,28354.74,19687.42,22242.96
200702,74.00,121.29,116.62,127.89,107.10,685.89,709.87,744.35,762.45,759.00,1749.97,1917.51,1875.69,1938.47,1873.21,4284.23,4466.21,5053.26,4524.57,4957.40,40076.83,33742.61,27961.03,23728.92,21911.01
200703,75.40,110.82,108.49,133.86,109.92,694.83,724.04,724.67,728.43,754.10,1737.94,1898.53,1861.09,1929.51,1846.38,4248.97,4575.61,4695.30,4740.88,4772.17,37093.79,35719.29,30638.82,20885.50,21303.45
200704,76.45,109.69,113.06,134.80,113.74,714.11,734.25,738.95,760.06,781.32,1759.68,1939.94,1957.00,2018.71,1963.61,4199.75,5119.57,4707.28,4880.41,4831.24,42291.67,30613.99,33770.86,25441.83,21316.09
200705,80.81,121.23,134.61,132.85,117.86,764.27,748.84,768.97,811.93,836.45,1810.22,1949.96,2083.18,2046.67,2094.58,4505.09,5206.38,5096.20,4807.74,5297.82,43467.29,41212.08,30233.76,25761.11,25082.26
200706,80.09,123.81,131.02,145.72,122.68,755.27,794.08,811.13,752.20,851.77,1784.23,1997.06,2113.31,2181.95,2088.64,4977.00,5252.45,5095.14,5020.66,5401.63,42495.66,41574.95,31264.93,27251.70,24231.72
200707,77.69,118.42,137.50,136.48,124.42,732.69,761.31,805.69,790.63,836.08,1845.17,1905.23,2037.99,2035.53,2015.33,4756.32,5122.10,5023.28,5219.34,5039.99,45750.95,34215.77,32785.54,31837.09,25720.53
200708,76.01,118.06,125.39,121.51,118.78,712.82,734.79,729.60,762.02,790.24,1758.38,1884.42,1999.96,1874.91,1857.67,4427.76,4997.68,5089.74,4664.40,4828.39,39083.35,41569.63,25689.54,28722.75,28328.36
200709,69.95,103.72,129.64,127.83,113.49,694.37,724.90,768.77,723.16,780.25,1777.35,1795.67,2042.69,1907.89,1842.92,4507.26,4728.73,4974.21,4671.03,4952.32,40034.76,35303.23,30223.28,29092.53,29135.89
200710,73.43,115.23,118.58,132.26,121.17,757.58,763.61,777.01,774.51,821.85,1867.71,1955.90,2006.24,2067.60,1982.08,4911.43,5479.24,5246.27,5067.85,5213.63,44745.73,29811.57,37651.23,35087.31,33739.24
200711,74.76,112.62,121.25,125.11,123.74,826.00,798.73,842.46,806.74,862.62,2083.03,1949.72,2257.23,2190.94,2029.71,5024.38,5492.93,5528.94,5235.94,6118.77,41481.06,30709.46,39457.56,36984.99,41143.45
200712,73.17,105.34,118.72,117.79,116.51,790.34,810.81,783.61,820.23,826.60,1936.87,1894.50,2099.57,2249.63,1992.15,5081.69,5411.69,5518.55,5505.94,5642.44,40231.25,34541.82,40667.60,34103.74,40873.48
200801,78.14,101.64,98.81,115.17,110.50,794.91,781.86,754.01,774.09,782.38,2002.61,1935.46,1984.99,2126.81,1904.04,5281.29,5515.60,5474.16,5754.86,5359.55,31025.68,40008.93,38652.86,33693.60,44382.59
200802,70.03,92.54,94.04,100.08,101.61,707.57,715.41,695.49,684.01,718.49,1799.06,1935.89,1767.28,1846.56,1812.52,4829.71,4703.14,5133.21,4837.96,4635.93,27161.66,32100.78,25812.97,43225.43,37626.87
200803,73.09,99.53,98.57,92.10,97.49,732.51,695.09,741.26,690.43,722.29,1840.11,1858.61,1826.65,1666.19,1786.21,4732.07,4772.29,5156.98,4741.08,4812.74,27112.05,31644.17,35918.25,31583.62,40326.34
200804,72.77,97.19,91.45,97.58,99.73,717.19,699.67,798.55,663.74,748.87,1983.82,1845.22,1913.11,1729.75,1826.94,4620.54,4786.21,5208.91,5482.85,4775.44,27259.31,31196.42,31681.10,36604.29,39776.49
200805,77.82,98.53,98.54,93.51,103.08,746.95,746.47,798.51,748.05,745.84,2045.38,2039.47,1944.43,1850.24,1897.16,5110.66,5140.27,5301.79,5354.18,5192.80,35186.18,26792.04,40367.10,35702.98,40414.57
200806,77.80,96.32,105.76,99.78,98.48,741.72,754.46,783.92,726.74,740.51,2006.19,1909.36,1948.13,1918.07,1834.42,5170.45,5619.26,4991.16,5489.13,5063.03,24482.88,30082.54,35188.49,46918.57,39178.09
200807,68.32,96.22,99.01,89.28,92.97,650.31,680.17,705.79,673.25,670.36,1771.03,1787.38,1737.79,1736.86,1744.04,4726.06,4766.05,4655.82,4442.17,4859.53,22953.47,28898.42,39311.09,30436.71,38955.55
200808,65.35,88.43,94.10,89.36,85.77,657.49,649.68,676.63,634.07,647.53,1765.85,1841.54,1753.36,1678.34,1721.71,4533.83,4703.47,4823.62,4579.79,4360.40,23390.58,26092.49,34104.70,40956.78,37470.59
200809,62.10,79.44,91.96,84.78,83.05,623.18,624.48,667.99,653.31,598.63,1736.33,1775.93,1717.58,1631.20,1599.90,4490.72,4498.24,4346.06,4856.75,4117.21,22008.45,20915.43,38280.24,38069.89,31826.74
200810,53.40,73.08,70.73,77.41,71.83,524.87,520.59,515.34,543.76,544.35,1450.07,1488.75,1464.59,1342.58,1382.21,3908.55,4082.45,3639.05,4113.09,3551.76,20355.30,23666.03,27490.95,37482.47,23903.31
200811,42.01,57.69,56.55,57.70,54.05,428.86,402.55,439.18,435.59,425.04,1132.42,1180.49,1121.58,1223.42,1161.22,3525.48,3193.02,3215.27,3248.70,3039.48,14643.94,17135.81,25268.31,27533.12,29533.79
200812,40.17,50.74,50.65,53.11,50.56,410.63,392.59,424.68,418.44,364.18,1148.80,1178.21,1083.14,1174.79,1083.54,3296.86,3130.57,3065.92,3258.76,2832.84,16849.87,15358.59,19218.45,27264.87,28709.57
200901,43.17,54.01,62.45,51.74,51.20,459.13,453.80,455.51,467.30,399.45,1243.72,1249.21,1275.99,1250.99,1266.15,3653.62,3334.12,3315.37,3898.38,2906.92,15302.05,16226.34,23399.27,32882.34,27446.71
200902,37.49,52.06,50.22,52.49,50.86,395.02,376.20,402.22,425.27,398.22,1094.10,1112.91,1099.43,1050.82,1098.98,3304.00,2654.75,2888.07,3330.57,2586.82,13559.02,12075.65,19138.82,27718.81,26448.15
200903,33.15,45.63,44.87,49.07,45.64,349.21,328.42,373.48,381.81,350.95,988.09,967.12,949.09,929.32,1028.47,2697.56,2503.30,2488.76,2614.22,2398.32,9633.19,13327.80,16615.43,27992.92,21428.72
200904,36.69,44.59,48.58,51.01,46.66,398.19,362.32,375.62,385.83,374.00,1045.87,1101.28,1047.63,1021.59,1147.96,2779.56,2775.57,2875.08,2953.52,2606.58,11774.30,14690.20,15876.67,33286.13,20245.71
200905,43.47,51.51,55.35,55.65,53.71,465.77,421.84,458.91,436.30,433.72,1189.80,1226.74,1209.81,1163.27,1251.52,3243.17,2957.19,3238.48,3015.65,2939.67,14132.33,20895.92,16469.96,28051.24,25901.68
200906,47.58,59.05,65.60,66.95,57.98,504.54,481.81,500.24,520.88,473.33,1311.56,1354.25,1315.71,1365.18,1378.37,3647.19,3311.55,3437.24,3509.89,3175.48,12442.82,26887.35,25647.47,24903.62,25560.89
200907,48.41,57.58,61.49,65.66,60.46,493.12,491.54,494.53,500.80,475.11,1293.55,1219.98,1249.37,1386.07,1345.69,3443.63,3236.12,3143.73,3167.79,3334.72,13650.29,24972.89,28601.35,23474.48,20105.01
200908,51.49,64.54,68.15,69.92,69.03,575.82,549.13,536.83,558.96,539.71,1500.47,1375.29,1562.22,1513.32,1503.61,4013.02,3781.53,3746.14,3660.98,3667.24,16203.11,30536.55,35621.40,24920.38,21795.49
200909,53.11,73.00,76.92,74.32,73.00,593.13,599.40,571.53,581.36,594.68,1545.50,1623.06,1594.31,1630.47,1529.32,3896.23,3901.07,3924.25,3604.25,3938.95,17346.21,26853.12,33783.85,32253.36,24115.51
200910,55.30,74.70,80.73,94.45,79.46,628.88,618.39,593.78,617.72,635.61,1668.78,1706.04,1674.05,1586.03,1608.34,4162.78,4066.23,3908.97,4074.61,3969.55,24105.16,28347.60,33633.60,34625.33,16640.91
200911,50.24,82.07,85.88,87.10,83.73,587.53,595.73,626.74,632.68,610.25,1632.12,1558.39,1607.62,1611.14,1536.38,3707.18,4257.08,3820.16,3997.99,3856.20,39760.40,26374.00,21315.20,25887.96,19884.00
200912,48.01,81.42,84.90,89.81,88.55,601.04,621.16,663.63,631.73,652.35,1669.72,1643.94,1713.12,1585.41,1671.35,4508.20,4221.82,4130.69,4232.67,4021.48,36749.08,30385.08,28453.65,22075.14,24444.39
201001,48.71,80.34,84.22,87.64,86.29,659.29,638.39,655.02,669.13,675.71,1810.79,1570.29,1751.56,1727.78,1724.99,4306.59,4712.52,4409.64,4321.39,3978.34,30233.08,35916.08,32511.16,23902.79,28236.66
201002,49.61,80.93,86.31,85.51,84.21,594.27,604.56,623.18,619.91,613.67,1589.82,1565.37,1591.48,1678.94,1561.08,3974.49,3978.39,3905.79,4071.44,3585.17,25770.61,38011.06,26096.65,19951.85,23246.12
201003,47.72,77.21,81.23,90.48,88.86,584.88,580.70,594.11,604.71,640.77,1511.04,1653.04,1578.63,1571.50,1594.07,3774.23,4111.80,3848.98,3945.77,3696.29,28229.52,38054.63,22825.38,19607.62,27464.92
201004,51.94,77.42,86.63,94.29,92.71,612.99,650.55,683.72,660.24,675.37,1675.33,1653.22,1753.16,1721.38,1691.85,4033.44,4238.97,4553.12,4394.21,3953.62,27845.48,36553.53,28622.77,26862.04,19584.40
201005,50.36,77.40,88.88,92.86,92.19,614.36,566.04,592.03,666.53,643.80,1589.64,1553.93,1664.99,1616.32,1587.86,4071.02,3975.36,4183.62,3901.85,3718.48,21628.71,36843.11,26846.73,27812.96,15785.47
201006,43.98,73.68,76.25,79.39,79.11,527.69,539.17,523.86,547.35,547.60,1412.43,1418.79,1391.59,1395.42,1426.00,3629.59,3386.92,3303.27,3554.88,3251.77,18796.82,30974.09,26454.02,22800.01,12300.78
201007,42.92,70.50,80.58,81.89,75.58,485.12,532.89,551.08,536.68,541.74,1440.20,1334.82,1392.20,1292.31,1422.38,3268.15,3475.32,3255.24,3604.04,3322.77,22280.02,28369.86,25238.13,25498.62,14074.04
201008,46.72,64.02,87.98,80.14,89.46,575.23,632.19,642.52,591.73,597.65,1555.35,1591.37,1517.29,1555.72,1643.80,3858.23,3918.68,3706.14,3718.22,3655.64,29463.45,28894.50,27560.57,23987.65,14939.16
201009,46.43,71.88,73.80,92.04,83.93,542.19,618.18,565.09,605.43,569.33,1430.07,1431.39,1574.16,1502.03,1547.30,3663.17,3700.57,3552.65,3659.36,3564.82,27899.79,31238.94,27589.15,23271.00,15431.61
201010,53.00,73.80,89.61,83.60,91.05,647.45,684.99,636.09,661.09,654.65,1581.43,1642.68,1722.22,1732.01,1741.98,4135.60,4066.92,4176.40,4034.55,4220.25,26244.49,33568.21,26749.11,29979.23,22355.03
201011,56.53,80.20,101.76,99.53,95.12,675.49,694.13,689.78,696.36,712.02,1673.98,1778.94,1827.54,1787.45,1842.36,4185.74,4373.52,4462.12,4496.28,4322.68,32243.83,34346.20,29262.79,27542.18,19447.59
201012,50.49,78.62,86.91,100.43,90.91,604.80,646.78,610.87,672.06,660.97,1551.46,1606.83,1637.66,1665.29,1657.53,4042.00,3815.07,4064.23,3878.13,4034.95,29657.93,29958.48,27874.55,25246.35,17021.99
201101,53.25,73.79,91.66,96.49,100.63,667.82,727.58,682.24,744.42,730.26,1782.33,1716.74,1832.85,1949.30,1755.69,4333.85,4263.05,4063.84,4294.60,4409.82,37068.09,26285.15,28551.83,32162.79,18538.10
201102,57.30,86.26,98.19,104.55,105.16,703.66,734.57,743.93,752.68,750.43,1803.73,1839.82,1940.75,1855.57,1813.96,4607.38,4655.81,4400.62,4458.84,4607.36,34187.63,33687.09,30552.30,29428.80,23842.39
