"CURRENCY","TIME_PERIOD","BETA0","BETA1","BETA2","BETA3","TAU1","TAU2"
"EUR",2010-09-29,5.1201118719821,-4.42151168772053,14.9666373298191,-15.8331671501972,3.67580895918162,3.35394517028754
"EUR",2010-09-30,5.22357686610054,-4.4963296716701,14.6318372172691,-16.1445008606727,3.37997783114458,3.19428481806272
"EUR",2010-10-01,5.40308422216479,-4.60728609023709,14.4889044321739,-16.287990694027,3.56344463793869,3.3911733139244
"EUR",2010-10-04,5.288801647904,-4.55530546154777,14.5261114669667,-16.257287482978,3.51729216569923,3.35167298708265
"EUR",2010-10-05,5.27492900083853,-4.52927612408053,14.5275370323722,-16.2551995681421,3.51886251074772,3.32598110131388
"EUR",2010-10-06,5.15181053348514,-4.35895779503649,14.4729633207454,-16.3072843319209,3.37979503203749,3.11837955834757
"EUR",2010-10-07,5.13250966071729,-4.30853673546914,14.4612812518937,-16.3190484596019,3.35665574621696,3.08105216220269
"EUR",2010-10-08,5.16276557196249,-4.34702097437099,14.4399198389337,-16.3399679994914,3.36807896215616,3.09460888383739
"EUR",2010-10-11,5.09651530304925,-4.30324352945494,14.4383913906477,-16.3414552861775,3.33011500039793,3.03048035594224
"EUR",2010-10-12,4.97233893939642,-4.17534575493841,14.6060012809805,-16.1809048324898,3.41489994425031,3.03249344184737
"EUR",2010-10-13,4.99930792322342,-4.20123836537565,14.6424056585623,-16.146139464022,3.42200971330274,3.03238137331008
"EUR",2010-10-14,5.14791597235722,-4.32407526419379,14.3457055944221,-16.4448440313509,3.35019547983764,3.04144027778372
"EUR",2010-10-15,2.4709588334805,-1.60777875431867,18.3803876198898,-13.4472936517144,5.33777287098598,3.71410402442145
"EUR",2010-10-18,3.3414232381335,-2.5096250340655,17.5966557517274,-14.1727910989771,5.14840358820991,4.01805610198424
"EUR",2010-10-19,3.31332175215297,-2.46795563417642,17.6447536994744,-14.1275176415274,5.07205086723773,3.93337522373876
"EUR",2010-10-20,1.99598378974207,-1.1225814403254,19.2530195523384,-12.728725423897,6.05117347241309,4.24997299691112
"EUR",2010-10-21,2.1602188648221,-1.30052591146388,19.2216849956114,-12.7520399865099,6.30573140192761,4.61881747509038
"EUR",2010-10-22,3.31402220689028,-2.47171160764532,17.8025863942659,-13.9719640197162,5.18307213983258,4.11865182921976
"EUR",2010-10-25,3.38433546081865,-2.52488801176246,17.56388540326,-14.2275591569954,4.96000853869771,3.92191750992942
"EUR",2010-10-26,3.16097365211868,-2.25707606167831,18.0228762550994,-13.8216336216492,5.62675077654874,4.43053126158095
"EUR",2010-10-27,3.58703883361806,-2.69182100929903,17.5504681162238,-14.285355266286,5.07826481062966,4.12691372527206
"EUR",2010-10-28,3.56235982650064,-2.6703259999006,17.5600774361109,-14.2772527007092,5.06902632762154,4.10702435026933
"EUR",2010-10-29,3.53852869733253,-2.68243226726124,17.699998280142,-14.1565697733757,5.21396775587889,4.27346916628463
"EUR",2010-11-01,3.52203588298836,-2.64342464822794,17.681787666965,-14.1717600775047,5.22287139647058,4.30586806755091
"EUR",2010-11-02,3.44447403904071,-2.54688369975781,17.7033633342048,-14.1527164096317,5.1621448454985,4.19779633366438
"EUR",2010-11-03,3.28780402605063,-2.41187744639165,17.9118449554154,-13.971639569579,5.4068002695832,4.38514243693985
"EUR",2010-11-04,1.99226864884773,-1.08098290185042,19.570733619549,-12.5230857506377,6.5721279766922,4.86310518382634
"EUR",2010-11-05,3.55180224938691,-2.67524276394269,17.8615661718252,-13.963306253592,5.59525523428817,4.67751955309709
"EUR",2010-11-08,3.61253548729935,-2.71379824825368,17.834542613402,-13.9888233714765,5.66382839489409,4.7979141006094
"EUR",2010-11-09,3.34388850622987,-2.46089942189223,18.2547963695108,-13.5973777508681,6.05920829102216,5.05735305175698
"EUR",2010-11-10,3.14574930568427,-2.2405972830353,18.4388494418202,-13.4114296123657,5.74364999641341,4.62511516187303
"EUR",2010-11-11,3.41321583863223,-2.47522189494662,18.0960756050465,-13.7725858711223,5.37948846308268,4.30006008947448
"EUR",2010-11-12,3.48662855707952,-2.62248857194647,18.144022726893,-13.7236059115083,5.37284100530719,4.38820356242334
"EUR",2010-11-15,3.6845884838583,-2.83367170459135,17.9930503171764,-13.8798426796398,5.24125284438387,4.37858958980025
"EUR",2010-11-16,3.56933247302825,-2.65283216556976,18.1360713963613,-13.7626727395871,5.41215062333071,4.44514542940842
"EUR",2010-11-17,3.5526932889579,-2.65691400148759,18.1680430832836,-13.7326895122997,5.37566195686123,4.38739458968426
"EUR",2010-11-18,3.78572727557645,-2.91534621596449,18.4163292087269,-13.5051196493216,6.2055500537005,5.45669922769162
"EUR",2010-11-19,3.89711858265393,-3.05979990302255,18.1016625551961,-13.818776434669,5.60486024683263,4.89033845751055
"EUR",2010-11-22,3.91463187778488,-3.09765971435603,18.0804745583123,-13.8392147163649,5.6301095976852,4.93989697331448
"EUR",2010-11-23,4.00800343181277,-3.13755631634561,17.6179495471552,-14.3000555371016,4.95105434193407,4.2556764940359
"EUR",2010-11-24,4.08120823298319,-3.21721806607085,17.5544813753352,-14.3273461941289,4.56290910507815,3.9487653558156
"EUR",2010-11-25,4.22508554777029,-3.30050653562159,17.3307973013813,-14.5522786491683,4.30133195725135,3.7410054983291
"EUR",2010-11-26,4.22810287310231,-3.34273490960074,17.4456606921195,-14.4448345530618,4.41515678303029,3.85458420058717
"EUR",2010-11-29,4.06414891099608,-3.11820575178703,18.1441755807286,-13.759302971568,5.33930223612067,4.70354062420064
"EUR",2010-11-30,4.24226540580335,-3.00268490936478,17.3082339668271,-14.5202107091139,4.43271976395178,3.723916074429
"EUR",2010-12-01,4.16666469846422,-3.01005100636199,17.2852135451965,-14.561635086465,4.23450538623734,3.56250788117809
"EUR",2010-12-02,4.51170141331059,-3.5291516750245,16.7069813262494,-15.1019860199613,3.71818245391718,3.2581983707542
"EUR",2010-12-03,4.54840137673482,-3.54633919494525,16.6776321811295,-15.1293558701747,3.79820090079589,3.30273135087753
"EUR",2010-12-06,4.41924079844851,-3.48085551916062,17.3972941721747,-14.4518158921086,4.67955600407501,4.09364414929944
"EUR",2010-12-07,4.68832027557411,-3.79548998729916,16.8753497284395,-14.9573592199031,3.99906025533729,3.5586307157492
"EUR",2010-12-08,4.72604982055761,-3.86535058752,16.9235638906873,-14.9051800502848,3.97006148157494,3.57280189055274
"EUR",2010-12-09,4.74441111914786,-3.88546825181546,16.9094897031177,-14.8975624310492,3.9862259898425,3.71694919264432
"EUR",2010-12-10,4.74165034533018,-3.85459634136662,16.9435735160077,-14.8637990135728,3.96515408376529,3.69227936984233
"EUR",2010-12-13,4.79364221717896,-3.92095365435762,17.0565547160573,-14.7524762945294,4.1616477182413,3.91888230709123
"EUR",2010-12-14,4.90330170129894,-4.0629961232659,17.0480535653833,-14.759650383172,4.16914383721679,3.98943278096781
"EUR",2010-12-15,4.88186324019638,-4.06546152506719,17.2975365755686,-14.5127050018465,4.55404201013384,4.40529908647686
"EUR",2010-12-16,4.78684521256167,-3.95626656386425,17.3925874230338,-14.4181817000267,4.50646024278564,4.28704229303359
"EUR",2010-12-17,4.98470992517045,-4.24034422476309,17.2813732587248,-14.5274046143009,4.52474048861,4.44682383653303
"EUR",2010-12-20,4.87454634578051,-4.03449149758558,17.2438204932623,-14.5643234399414,4.56772077443347,4.42556920961617
"EUR",2010-12-21,4.94876669568727,-4.12415509767012,17.2160196766718,-14.5916285605074,4.58492471813741,4.47408372910315
"EUR",2010-12-22,4.83873718283199,-4.06056719076524,17.3135808957339,-14.4911566556008,4.54964796977526,4.3668972342703
"EUR",2010-12-23,4.68981672532671,-3.896184237344,17.4239310568401,-14.3819330066536,4.50307143165629,4.19998356041713
"EUR",2010-12-24,4.68081291048651,-3.87826506024134,17.4222369091726,-14.3837451390385,4.49892266747396,4.18578734269981
"EUR",2010-12-27,4.71611565827699,-3.96951454639874,17.4945309018041,-14.3080895282894,4.47231353745127,4.20250752584806
"EUR",2010-12-28,4.57229186899972,-3.82313182038969,17.5373573228736,-14.2661397533067,4.43754352046807,4.09109193296096
"EUR",2010-12-29,4.56749142895579,-3.78767901722089,17.9779359666448,-13.8431524941347,5.13593348523059,4.83932690683496
"EUR",2010-12-30,4.56670506292403,-3.78212172774616,17.9490775724878,-13.8702930098833,5.19336521565046,4.9056824761378
"EUR",2010-12-31,4.46786119670854,-3.67570346117685,18.1604093753457,-13.6599049013092,5.50018168917335,5.2138405246116
"EUR",2011-01-03,4.34299901685953,-3.52121423810774,18.074797591906,-13.7433352132603,5.17668158606504,4.73393133704303
"EUR",2011-01-04,4.34806181392915,-3.60239156091139,18.2828458317138,-13.5538452437885,5.76937855292138,5.51178153124895
"EUR",2011-01-05,4.49220079218667,-3.824456100472,18.2046288512493,-13.6321442179442,5.74790986054692,5.63536492471596
"EUR",2011-01-06,4.90629897924893,-4.24036977529199,17.9321114596025,-13.9052361543347,5.696491887326,5.84522299074593
"EUR",2011-01-07,4.34188359818822,-3.64282214974608,18.5499588199538,-13.2855494416395,5.80873043035365,5.61745143283064
"EUR",2011-01-10,5.16184052901033,-4.50825052848733,17.018346087883,-14.7124180343558,4.23687781963003,4.23862809580824
"EUR",2011-01-11,5.00946350863356,-4.35599132717159,17.5364037959943,-14.1899431301145,4.98554768199737,4.98330441494707
"EUR",2011-01-12,5.07721030613015,-4.48400637540283,17.5648153045467,-14.1597836155382,4.93237771354127,4.98502753250838
"EUR",2011-01-13,5.04436516610973,-4.43628535772656,17.3617710344795,-14.363656954417,4.62753243423144,4.63122330722863
"EUR",2011-01-14,5.05402536903606,-4.44830070422348,17.0563632884589,-14.6517808290151,4.08158431330416,4.08309953877879
"EUR",2011-01-17,4.80498862690026,-4.12442586765015,17.8336094437073,-13.8444879914689,5.360984840614,5.35500439723844
"EUR",2011-01-18,4.49337525204655,-3.77125006235384,18.243575261702,-13.4190572598825,5.33098457274903,5.25297674744082
"EUR",2011-01-19,4.8247895558124,-4.08601965501791,17.8323441305518,-13.8203698950609,5.44895472474899,5.54963005791498
"EUR",2011-01-20,4.56420833260857,-3.79091316356829,18.2973354506827,-13.3509461534076,5.85316826956482,5.83464957399869
"EUR",2011-01-21,4.48911369139022,-3.76311771644658,18.3700611487019,-13.2800443116134,5.82358800503039,5.81145417309211
"EUR",2011-01-24,4.54179118633286,-3.84522891948841,18.2842822239715,-13.366327355833,5.80005190212001,5.8551652756043
"EUR",2011-01-25,4.51992553859814,-3.74577466213971,18.2925496701482,-13.3470434289963,5.87957796213693,5.82064341458123
"EUR",2011-01-26,4.89475824608115,-4.19390808924922,17.7949370155209,-13.8203111589542,5.12283231094849,5.12494047132473
"EUR",2011-01-27,4.86026558611314,-4.10507565913639,17.81690383442,-13.7986341396047,5.14387732861018,5.1062137448432
"EUR",2011-01-28,4.98030859600348,-4.21839349121854,17.4483711996537,-14.1340205216082,4.51810802040735,4.51721094065233
"EUR",2011-01-31,4.86179568923043,-4.08449318383411,17.6590139650401,-13.9148713210325,4.91389707662657,4.90962355273381
"EUR",2011-02-01,5.0163475107208,-4.29170639486805,17.4739820263188,-14.0682287957459,5.00569593153115,5.05987170234441
"EUR",2011-02-02,4.19639663091411,-3.41672326078651,18.5605252887395,-13.0588598028927,5.9525263010926,5.66701419289519
"EUR",2011-02-03,4.35859247924965,-3.59600567281977,18.5093263146712,-13.1095785892636,5.97728035499514,5.80541085296803
"EUR",2011-02-04,4.51883066950154,-3.76066742665291,18.3455826011696,-13.2683805827355,5.97443469862924,5.96638209720661
"EUR",2011-02-07,4.73452507185456,-4.05115560372941,18.2457110363424,-13.359756000544,5.87048324230967,6.06702074354479
"EUR",2011-02-08,4.74125578982587,-3.99621460881149,18.2624652352675,-13.3425384769554,5.9167808076186,5.9977314718884
"EUR",2011-02-09,4.90052823925353,-4.14287213860008,17.9838189522378,-13.6149858862108,5.44094728126953,5.44909347767212
"EUR",2011-02-10,5.25225938074588,-4.54279994697032,16.9412896734645,-14.5174010365277,3.99595260395325,4.00039548060519
"EUR",2011-02-11,5.02287767241243,-4.31510955405511,17.5867119401829,-13.8687499315503,4.79463596214209,4.79287179702098
"EUR",2011-02-14,5.10657257270474,-4.40193581892251,17.5612119201055,-13.8943288481272,4.77043712940273,4.81068459537055
"EUR",2011-02-15,5.07241331219346,-4.35972555079785,17.5868097256924,-13.8682713062078,4.74031352003965,4.77106224299757
"EUR",2011-02-16,4.92570055463817,-4.20784035475963,17.6334236662133,-13.8204238040652,4.7915269553526,4.75051596272074
"EUR",2011-02-17,4.82182763537101,-4.09703751283515,17.92886032153,-13.5123393118697,5.39051310695848,5.38493921235462
"EUR",2011-02-18,5.52134501058142,-5.33157011072111,13.9976676511873,-17.1125647981795,1.15687623877278,1.38752193013792
"EUR",2011-02-21,5.4785816835153,-5.35347554279699,13.858049872178,-17.2404241089706,0.998025516983703,1.21288863245164
"EUR",2011-02-22,5.44332824909069,-5.3089714361191,13.9608934985662,-17.1365607339448,0.997306325338211,1.21053740923647
"EUR",2011-02-23,5.4847978749181,-5.40094391625476,14.141055136708,-16.9586085746197,1.05411190644247,1.29432698639926
"EUR",2011-02-24,5.41836368833101,-5.31432888895103,14.1943968258481,-16.9139692971697,1.07056001307565,1.30312873285678
"EUR",2011-02-25,5.43406467997149,-5.33413961880345,14.2092879948137,-16.9020594969674,1.06658288335059,1.29536325643666
"EUR",2011-02-28,5.3782054934347,-5.20559865340469,14.1832683234197,-16.8981364148584,1.0728047191453,1.25942177776489
"EUR",2011-03-01,5.38081155786343,-5.18572603513441,14.1684959732348,-16.9120716631783,1.08687068575649,1.263255028841
"EUR",2011-03-02,5.37843032494537,-5.20264687293997,14.1531165149425,-16.9313698377129,1.08245406576109,1.26105345604049
"EUR",2011-03-03,5.39875462758617,-5.07922988570665,14.2955920727298,-16.7936972977521,1.08440712586092,1.2562082710897
"EUR",2011-03-04,5.36283607538797,-5.06801562125649,14.2499358490222,-16.8413551659186,1.03621721774403,1.20190295120258
"EUR",2011-03-07,5.36721452682709,-5.06183235034196,14.0366477738109,-17.0548185386983,0.959300599694614,1.11761875410206
"EUR",2011-03-08,5.4130733986108,-5.1456155523183,14.0362372954166,-17.0588995975566,0.96639873304322,1.13373921188204
"EUR",2011-03-09,5.44090943728493,-5.15368011523408,14.2025448794128,-16.8844491018267,1.04421079803003,1.20700056241937
"EUR",2011-03-10,5.45342016547801,-5.13534924054932,14.1277506472258,-16.9569569357633,1.05584585044209,1.22709382853729
"EUR",2011-03-11,5.50876728961777,-5.17154168128306,14.0350753723061,-17.0390754504446,1.11812014230248,1.3113566283272
"EUR",2011-03-14,5.41735268788845,-5.0818921858467,13.9410271978242,-17.1394930446128,1.07787342747523,1.26611035870055
"EUR",2011-03-15,5.37440241447468,-5.05235345842587,13.8153491212344,-17.2778369045055,1.0593235094489,1.25479892617741
"EUR",2011-03-16,5.37142572418659,-5.04190565850808,13.7898684339965,-17.3135474240716,1.08611499138256,1.27858957415515
"EUR",2011-03-17,5.42728527822474,-5.15760977756007,13.8418522746855,-17.26664591206,1.06013884846767,1.26978982034615
"EUR",2011-03-18,5.38264120028886,-5.09030162345851,13.8664048513087,-17.2317632792663,1.04231944894349,1.23003520180868
"EUR",2011-03-21,5.39676145088909,-5.10517272384118,14.0205591043664,-17.0674285175679,1.06502756836515,1.24844637008537
"EUR",2011-03-22,5.41295278205318,-5.09580949353302,13.9886593165699,-17.0991243165528,1.05928943175948,1.2366964861028
"EUR",2011-03-23,5.40729536291049,-5.10060925988012,13.9433492794385,-17.1484216231527,1.01687956664807,1.19662867854669
"EUR",2011-03-24,5.50479743762691,-5.23980091571103,14.2079630676872,-16.8785081341259,1.13682463606939,1.35149711969396
"EUR",2011-03-25,5.43561780070526,-5.07870136619456,13.9161501340333,-17.1692663769035,1.02722736240855,1.20747957111148
"EUR",2011-03-28,5.46335818112284,-5.00473344451194,13.9697611085686,-17.0979316774784,1.09356969971006,1.25022858575536
"EUR",2011-03-29,5.44523446127985,-5.00140353248845,13.9018512027102,-17.1643471483443,1.03346437040967,1.18636952059833
"EUR",2011-03-30,5.46615105092346,-4.98082957179676,13.9436247489873,-17.1117283723374,1.0730564168193,1.21056407204472
"EUR",2011-03-31,5.55496557107353,-5.27106678078063,14.3030739500277,-16.7634168648853,1.12646584085133,1.32398526404179
"EUR",2011-04-01,5.5016915291741,-5.10859192795788,14.0695710761418,-16.992948984276,1.05507495790574,1.21815568887141
"EUR",2011-04-04,5.49872760183166,-5.07718105824384,14.0684140661023,-16.9957295755982,1.09262860624396,1.25298382169733
"EUR",2011-04-05,5.48382574841642,-5.06254832998833,14.0387449255227,-17.0278255129295,1.07113466786867,1.23131367301217
"EUR",2011-04-06,5.39024613523373,-4.94999667960419,13.9998981907025,-17.066694481475,1.00573806964134,1.14998648281827
"EUR",2011-04-07,5.45766916546383,-4.92436282396471,14.236649623929,-16.8164194304192,1.19680034759089,1.34579641988839
"EUR",2011-04-08,5.46443634981163,-4.93019917679741,14.3649525176636,-16.7097548899794,1.20082912862624,1.34838959670965
"EUR",2011-04-11,5.37147766496997,-4.87168138504793,14.4071953514559,-16.6672762229318,1.16136699726848,1.30027208411826
"EUR",2011-04-12,5.32951479308749,-4.82663570996653,14.3478734222554,-16.7283736386488,1.14743400465746,1.28878869838723
"EUR",2011-04-13,5.33859849363411,-4.82338796022951,14.4408273534136,-16.6362590133469,1.17503614784721,1.30914054025176
"EUR",2011-04-14,5.29695941327998,-4.81808068347445,14.1245361978407,-16.923617397591,0.957751794253952,1.08347758592441
"EUR",2011-04-15,5.28664486943623,-4.77739795667442,14.3515294159584,-16.6931696128391,1.04232392692986,1.16762213263436
"EUR",2011-04-18,5.30151307358555,-4.83175068640433,14.3772053336359,-16.6602105647667,1.03838703347843,1.18116545773909
"EUR",2011-04-19,5.32476766892794,-4.87696438223143,14.2618661278481,-16.7813876608463,0.961752785029957,1.11133316569859
"EUR",2011-04-20,5.32708290135877,-4.84140714186257,14.2327223857545,-16.8128991446334,0.960510812919605,1.10946057518867
"EUR",2011-04-21,5.33016340907148,-4.83923538670186,14.2261723955532,-16.8241982091719,0.968208317810845,1.12028610460789
"EUR",2011-04-26,5.43774985025627,-5.05330867534684,13.9921016112833,-17.0395711413709,0.858827048731428,1.02293024810973
"EUR",2011-04-27,5.44787124217228,-4.96020036272876,14.211965786434,-16.7915625806871,0.954771724638369,1.10022433787388
"EUR",2011-04-28,5.4276638235297,-4.93501838747853,13.8431998680326,-17.2011524883666,0.840047516621375,1.00685378514086
"EUR",2011-04-29,5.38675217209216,-4.91673280935957,13.8617065725516,-17.190236046279,0.827413697591406,0.993131569523525
"EUR",2011-05-02,5.33013635500674,-4.7820934984016,14.0936773232636,-16.9595040753549,0.942369764827214,1.10379279295677
"EUR",2011-05-03,5.28865147434914,-4.76634130668195,14.1638757065774,-16.890788669211,0.93712147575861,1.09531328816647
"EUR",2011-05-04,5.22349088860645,-4.6178190534043,14.2313612990108,-16.7805877799203,0.927127845418793,1.05171263436778
"EUR",2011-05-05,5.25400789754843,-4.65607705041228,14.1303562789676,-16.9032137966786,0.958620788807166,1.08416813288795
"EUR",2011-05-06,5.18668903884254,-4.52985823131401,14.1893346183665,-16.8444201657508,0.984918837089475,1.10307476676462
"EUR",2011-05-09,5.14489706583061,-4.50643931092066,14.2258607453582,-16.8086583104447,0.983732234726512,1.1000962284148
"EUR",2011-05-10,5.16555968726622,-4.59549714594221,14.2334688085244,-16.8022845328691,0.963119770346026,1.09161583935489
"EUR",2011-05-11,5.16224468967328,-4.56620613908351,14.2026573204582,-16.8345696271126,0.962950388702296,1.08555044243777
"EUR",2011-05-12,5.14407740852195,-4.52432991635192,14.1022665959159,-16.9329738187472,0.946300025584428,1.07349390323181
"EUR",2011-05-13,5.1524441953638,-4.53397874799161,14.1352686953069,-16.9011304010646,0.948330630493646,1.08187240889019
"EUR",2011-05-16,5.16255990279145,-4.58744091140435,14.1608807042076,-16.878364485966,0.933793618839789,1.07489202536375
"EUR",2011-05-17,5.16597582244884,-4.62495487527602,14.1695000877944,-16.8719213255081,0.925714008978362,1.07110702178711
"EUR",2011-05-18,5.16994708455821,-4.59522266905452,14.1882072184128,-16.854170350471,0.935661612946598,1.07648632781627
"EUR",2011-05-19,5.19564160060565,-4.626145386856,14.2405038001865,-16.7951586437179,0.935589018609232,1.07430678297575
"EUR",2011-05-20,5.20362312531557,-4.72102438852304,14.1756398092317,-16.8694185851747,0.878715040043408,1.02537803167778
"EUR",2011-05-23,5.20364741901043,-4.75011666281502,14.1795364089551,-16.8704276430306,0.860881159661531,1.01764043891046
"EUR",2011-05-24,5.21432162206164,-4.75892380920768,14.1595186070631,-16.8968240700571,0.856962519376863,1.01500274955047
"EUR",2011-05-25,5.18933662450905,-4.60922695216114,14.0584047887433,-17.0618077354639,0.903751669716251,1.03939297119313
"EUR",2011-05-26,5.12681218226797,-4.48557552589029,14.2308263691495,-16.887148082512,1.02099336572208,1.16578853074944
"EUR",2011-05-27,5.15895336534125,-4.51777350789173,14.2093670071979,-16.9117213969928,1.03849775031769,1.18627186727791
"EUR",2011-05-30,5.17121664478395,-4.51330784639049,14.2365049344733,-16.8734102378509,1.05765867090697,1.19565802099696
"EUR",2011-05-31,5.19844736791135,-4.55167596388754,14.2256347287665,-16.8866955184884,1.0480681055968,1.19130834780932
"EUR",2011-06-01,5.15164672493374,-4.499571654917,14.0624096331663,-17.0572474329669,0.973881915301342,1.12039587386952
"EUR",2011-06-02,5.13453026120023,-4.4393748953111,14.0197326260446,-17.0945461479633,0.973708490813782,1.1217682524745
"EUR",2011-06-03,5.12030746685639,-4.38572264763951,13.9973624470221,-17.1196876912666,0.980489572199756,1.12509090297622
"EUR",2011-06-06,5.13505660069937,-4.4465978514334,13.9925441486874,-17.1207306413495,0.931956822416809,1.08684610511697
"EUR",2011-06-07,5.19653457904312,-4.38910474777448,13.9870244832275,-17.1256635359232,1.00856593717714,1.14104199748117
"EUR",2011-06-08,5.21571631086442,-4.3830311236637,13.9486460474016,-17.1663358255142,1.00192931188652,1.13796553298947
"EUR",2011-06-09,5.22653065621409,-4.35061467839309,13.8988393914911,-17.2181548652592,1.01439111886994,1.14941842965352
"EUR",2011-06-10,5.21847518202866,-4.35194157378155,13.8472835850688,-17.2671467106627,0.999979395105005,1.14364623157217
"EUR",2011-06-13,5.22182996814654,-4.35247705777791,13.8301432336329,-17.2857359041732,0.994937414790393,1.13846001209338
"EUR",2011-06-14,5.24186679402268,-4.35993033720132,13.8385818715566,-17.2786719519286,0.993040845115119,1.13770230653407
"EUR",2011-06-15,5.30243310242079,-4.50655914197542,13.8585712581276,-17.2607738817203,0.969415105254024,1.14339185261316
"EUR",2011-06-16,5.32851703610873,-4.54839896406949,13.7866469823533,-17.3284123136149,0.941738147205591,1.13050528572686
"EUR",2011-06-17,5.3156540752575,-4.44095729763459,13.7870651623467,-17.3301007605031,0.991596751356216,1.16046383822472
"EUR",2011-06-20,5.2868112786316,-4.41035579109195,13.7468039810431,-17.3702735213016,0.933082401498732,1.08469313740808
"EUR",2011-06-21,5.27571906092025,-4.37585035523669,13.8480372148978,-17.2667428730075,1.0175221915953,1.17005323818438
"EUR",2011-06-22,5.31883328647393,-4.48440502010985,13.8295484042959,-17.2810059973526,0.986909321199377,1.16323828912593
"EUR",2011-06-23,5.27378184469765,-4.4004781463707,13.8997748862836,-17.206185316258,1.04539252292685,1.2212685510626
"EUR",2011-06-24,5.31026039214192,-4.43011683619291,14.0269526033855,-17.0747215364402,1.1235246838243,1.29428703464621
"EUR",2011-06-27,5.40981449013658,-4.52807392473033,14.0684529971564,-17.0349344038987,1.20575967600031,1.39885018310614
"EUR",2011-06-28,5.41630761086153,-4.49342138279765,14.0931393977551,-17.0116598746153,1.2262515422205,1.41580036249566
"EUR",2011-06-29,5.4021619376205,-4.44608465225566,14.0182467390733,-17.0888076102335,1.20704099403861,1.38413104243232
"EUR",2011-06-30,5.31613099051366,-4.39771441445059,13.5416603736099,-17.3281301013278,0.878583814297615,1.03655844376153
"EUR",2011-07-01,5.25551361168452,-4.55009604794295,13.6136667572444,-17.2557881024577,0.784131425914903,0.959347455621516
"EUR",2011-07-04,5.25259416491998,-4.39440685013037,13.5940242789109,-17.2875720151605,0.855426378065391,1.00248629744367
"EUR",2011-07-05,5.25614184649621,-4.38604388455773,13.5935504522337,-17.2911960522774,0.855068866933616,0.998325646574711
"EUR",2011-07-06,5.29512283369836,-4.62017184377721,13.5248191515492,-17.3657360061887,0.754081226843395,0.924302941499979
"EUR",2011-07-07,5.34678865882462,-4.60203478499637,13.575498692894,-17.3242583772553,0.796013194757562,0.967767298374658
"EUR",2011-07-08,5.47437551027162,-4.59456623361404,13.9715084850517,-17.1008969255467,1.19895199287603,1.43162695459665
"EUR",2011-07-11,5.32661372432483,-4.63264772609042,13.552979402439,-16.7226076093316,0.799998029253542,0.990305874093877
"EUR",2011-07-12,5.33659529567081,-4.61766272854827,13.5364480487866,-16.7395070483933,0.797731409263337,0.977066636023515
"EUR",2011-07-13,5.41115130352105,-4.78413974779301,13.5255330094338,-16.7465031922947,0.803426592697134,1.0231106581518
"EUR",2011-07-14,5.42384651406076,-4.83631381588245,13.5673859394744,-16.7175557307965,0.811433848304895,1.02843498894468
"EUR",2011-07-15,5.40796766712119,-4.97357560778757,13.7060632849316,-16.5889287651538,0.796359991391655,1.02283179881679
"EUR",2011-07-18,5.45692726747614,-5.09754503565541,14.0824756635928,-16.2225546955385,0.870528268322999,1.13958385679454
"EUR",2011-07-19,5.39333208788281,-5.17874285084,14.1650035455038,-16.1426774259415,0.816277784143903,1.09747553935528
"EUR",2011-07-20,5.40756300220507,-5.19982933676091,14.0464966904614,-16.2890591075961,0.819722580022751,1.09897180913676
"EUR",2011-07-21,5.4146926272498,-5.06320861422411,13.8889944241225,-16.4752762381656,0.836087006913989,1.10091173412106
"EUR",2011-07-22,5.3482031808484,-5.28637048574967,63.1366248384065,-65.2633000067784,0.770479077836566,0.827020104072827
"EUR",2011-07-25,5.39409169497703,-5.15699453642218,63.1586889139976,-65.2412174376968,0.848904795604156,0.905838650234527
"EUR",2011-07-26,5.38788167735147,-5.13198134496538,63.2377656532067,-65.1619814090155,0.861101869934291,0.919525763174916
"EUR",2011-07-27,5.37560692718899,-5.06782312187676,63.2288681258369,-65.1706559086784,0.887533841054098,0.946610240294513
"EUR",2011-07-28,5.40651753051264,-5.19187403238648,63.3443399696823,-65.0529312506657,0.860064110000438,0.918224077925272
"EUR",2011-07-29,5.4266076173199,-5.28156424254882,63.416909097337,-64.9796138017914,0.86198507571257,0.924736690640348
"EUR",2011-08-01,5.41870274384395,-5.23206483132902,63.3717958316341,-65.0259216632718,0.897439585513627,0.958301854755164
"EUR",2011-08-02,5.44863267517348,-5.33378400614424,63.49781895153,-64.8983180438192,0.894677228969734,0.959429810622683
"EUR",2011-08-03,5.40087798539313,-5.185207359599,63.4030435307477,-64.9932187492964,0.879108059169881,0.938767845564912
"EUR",2011-08-04,5.40001471827059,-5.11717880215417,63.3063909899472,-65.0907742409921,0.926175907254621,0.982082584458978
"EUR",2011-08-05,5.36621455253593,-5.0803160711209,63.4568547443729,-64.9401196757863,0.967790271376066,1.02359463932743
"EUR",2011-08-08,5.15849959458727,-4.72971404350026,63.1266641987458,-65.2394759326412,1.06838183962825,1.10659978421205
"EUR",2011-08-09,5.23118180093417,-4.84802699009108,62.793756691456,-65.5757667157151,1.0138788758994,1.05954795399769
"EUR",2011-08-10,5.35646623925558,-5.16726191114931,62.6413372466396,-65.7224955782754,0.959439752494204,1.02623827990958
"EUR",2011-08-11,5.35616366582942,-5.01327300677207,62.5279341469676,-65.8385217290119,1.01044533214587,1.06892697955895
