TIME_PERIOD,Portfolio,Weight,Portfolio strategy,Historical return,Historical variance
2007-07-31,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",2.165704199969914,7.821468041223454
2007-08-31,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",2.0663662237237617,8.747933113562976
2007-09-30,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",1.9635324871849198,9.18022082113309
2007-10-31,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",1.9922111975076804,9.190402096456753
2007-11-30,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",1.5895983547131323,12.905635220794975
2007-12-31,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",1.448284425268261,13.362600834443695
2008-01-31,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",0.96845630640812,16.197466773152946
2008-02-29,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",0.9427932593866996,16.089158468283845
2008-03-31,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",0.8329087550428953,16.79167104295362
2008-04-30,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",1.0051929366795318,16.740822487766184
2008-05-31,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",0.9342706677766568,16.50516795230638
2008-06-30,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",0.5499977629444446,19.172040733798724
2008-07-31,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",0.3071295114332534,19.267572396009466
2008-08-31,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",0.2519066022062588,19.02894881568452
2008-09-30,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",-0.2425257080029731,25.161667439809406
2008-10-31,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",-0.6609087076619704,34.30622213463307
2008-11-30,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",-1.011143350290759,35.72873864641953
2008-12-31,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",-1.2120123914346175,35.003724803999695
2009-01-31,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",-1.3449771504547618,33.72506828525707
2009-02-28,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",-1.6459122898770202,33.13692073928127
2009-03-31,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",-1.698065495786171,32.73255224803591
2009-04-30,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",-1.2421857859225718,44.77585707541498
2009-05-31,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",-0.837438171580118,46.46326086869083
2009-06-30,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",-0.8526515462572298,46.44930343173754
2009-07-31,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",-0.6358702087260997,48.268257421306046
2009-08-31,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",-0.49049989077703793,49.93375542235014
2009-09-30,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",-0.43697839222123824,50.37022845411242
2009-10-31,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",-0.5947373752881515,49.84843293040756
2009-11-30,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",-0.6759658016580963,49.61836837062922
2009-12-31,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",-0.7104158704494841,49.288272575765994
2010-01-31,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",-0.7881973673408496,48.64165754012017
2010-02-28,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",-0.7788482475694898,48.64510703128919
2010-03-31,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",-0.7013982543832924,49.547970933606585
2010-04-30,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",-0.7498502448296507,49.2138215976809
2010-05-31,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",-0.9758461443398553,49.556759412470456
2010-06-30,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",-0.9975403363791739,49.54466807766207
2010-07-31,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",-0.8342666491343644,50.301194656354674
2010-08-31,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",-0.7645758264769721,49.99269603407681
2010-09-30,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",-0.5961552686326547,50.627554013839294
2010-10-31,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",-0.5682932520969619,50.84251274161442
2010-11-30,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",-0.3243264080543978,48.280868089419876
2010-12-31,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",-0.03258363373625999,49.98122109514017
2011-01-31,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",0.2964714581291344,46.9286977329069
2011-02-28,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",0.256038497208385,46.80050425160286
2011-03-31,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",0.3359897032012071,46.29808409652837
2011-04-30,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",0.29408961860623717,46.0560972536436
2011-05-31,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",0.2550625995056813,46.02950091804968
2011-06-30,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",0.4103354402762289,43.766037862845245
2011-07-31,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",0.4736286362618217,43.31853224409231
2011-08-31,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",0.1498042415015021,46.48576773418694
2011-09-30,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",0.367905046727805,41.434865300792374
2011-10-31,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",1.0049127642565194,31.17724126439992
2011-11-30,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",1.1535883464417926,28.877965718912463
2011-12-31,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",1.243630390331781,28.40553628592362
2012-01-31,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",1.4178925161729188,29.412436191285334
2012-02-29,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",1.7275373956132445,28.16310152012811
2012-03-31,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",1.7247845195927742,28.166597948335955
2012-04-30,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",1.1602091031040496,18.90688485136611
2012-05-31,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",0.7382157611469121,19.143734887842097
2012-06-30,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",0.8230502741847514,19.156558881916958
2012-07-31,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",0.6667298129386205,17.9738202703559
2012-08-31,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",0.515370530937008,16.63266449152673
2012-09-30,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",0.4656836368083969,16.317946445145466
2012-10-31,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",0.5335554677803429,16.174748673951584
2012-11-30,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",0.5531181246403493,16.13805284876533
2012-12-31,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",0.5675071977618766,16.228134143535023
2013-01-31,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",0.6400974419013991,16.615581763142902
2013-02-28,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",0.7024788130503477,16.617595930061576
2013-03-31,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",0.5443290906947573,15.690172305989897
2013-04-30,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",0.5224010122566292,15.652883399457508
2013-05-31,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",0.7545578623308956,14.636555102408082
2013-06-30,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",0.6848349514866438,15.078457409138673
2013-07-31,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",0.6961395936589411,15.166557857641603
2013-08-31,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",0.8045080204334024,15.055865761277518
2013-09-30,"{""Small Cap"",""EU""}",1.0,"{""Small Cap"",""EU""}",0.8382335793033713,15.331247631952841
