TIME_PERIOD,Portfolio,Historical return,Historical variance,Type
2009-06-30,"{""RF"",""EU""}",0.0,0.011041266459453077,p
2009-06-30,"{""RF"",""EU""}",0.0,0.0,p
2014-06-30,"{""RF"",""EU""}",0.0,0.00026007992437559986,p
2014-06-30,"{""RF"",""EU""}",0.0,0.0,p
2019-06-30,"{""RF"",""EU""}",0.0,0.0,p
2019-06-30,"{""RF"",""EU""}",0.0,0.000028842460971562384,p
2024-06-30,"{""RF"",""EU""}",0.0,0.03525445697892054,p
2024-06-30,"{""RF"",""EU""}",0.0,0.0,p
2009-06-30,"{""Market_Return"",""EU""}",-1.0685870648142957,31.961623816584208,p
2009-06-30,"{""Market_Return"",""EU""}",-1.0685870648142957,31.776188141361,p
2014-06-30,"{""Market_Return"",""EU""}",0.9348638165538367,13.863235338540383,p
2014-06-30,"{""Market_Return"",""EU""}",0.9348638165538367,13.838858807342696,p
2019-06-30,"{""Market_Return"",""EU""}",0.8298721557019739,8.690693571170856,p
2019-06-30,"{""Market_Return"",""EU""}",0.8298721557019739,8.69196873138739,p
2024-06-30,"{""Market_Return"",""EU""}",0.3791361905224931,16.23709720781477,p
2024-06-30,"{""Market_Return"",""EU""}",0.3791361905224931,16.012183231735747,p
2009-06-30,"{""Market_Return"",""US""}",-1.1518143075355285,23.7072161776766,p
2009-06-30,"{""Market_Return"",""US""}",-1.1518143075355285,23.63969769878086,p
2014-06-30,"{""Market_Return"",""US""}",1.4746747076968214,7.957987491429447,p
2014-06-30,"{""Market_Return"",""US""}",1.4746747076968214,7.964659038108911,p
2019-06-30,"{""Market_Return"",""US""}",1.199283270840114,13.898531220938347,p
2019-06-30,"{""Market_Return"",""US""}",1.199283270840114,13.893354814736478,p
2024-06-30,"{""Market_Return"",""US""}",0.8877862681991939,18.726246107011583,p
2024-06-30,"{""Market_Return"",""US""}",0.8877862681991939,19.01045269422979,p
2009-06-30,"{""MOM"",""EU""}",0.17710340512307943,34.704258907043894,p
2009-06-30,"{""MOM"",""EU""}",0.17710340512307943,34.24253951216709,p
2014-06-30,"{""MOM"",""EU""}",1.047189865382422,11.401505219110637,p
2014-06-30,"{""MOM"",""EU""}",1.047189865382422,11.37833388803992,p
2019-06-30,"{""MOM"",""EU""}",0.48532463261632763,5.6048170970396916,p
2019-06-30,"{""MOM"",""EU""}",0.48532463261632763,5.607235625708804,p
2024-06-30,"{""MOM"",""EU""}",0.3925026621263583,7.7660726034308265,p
2024-06-30,"{""MOM"",""EU""}",0.3925026621263583,7.720424617445239,p
2009-06-30,Sharpe-portfolio,-1.0685870648142957,31.961623816584208,p
2014-06-30,Sharpe-portfolio,1.3554506546947191,5.716568737425508,p
2019-06-30,Sharpe-portfolio,0.7561126619247303,2.2114502854788203,p
2024-06-30,Sharpe-portfolio,0.6182063506273586,5.128538668839159,p
2009-06-30,Global Minimum Variance portfolio,-0.5256630992497858,5.086883397797942,p
2014-06-30,Global Minimum Variance portfolio,1.1033960355507393,4.815586537922787,p
2019-06-30,Global Minimum Variance portfolio,0.6838510681563388,2.000089709554546,p
2024-06-30,Global Minimum Variance portfolio,0.38742033957416067,2.7878996302951435,p
2009-06-30,Maximal historical return,0.17710340512307943,34.24253951216709,p
2014-06-30,Maximal historical return,1.4746747076968214,7.957987491429447,p
2019-06-30,Maximal historical return,1.199283270840114,13.893354814736478,p
2024-06-30,Maximal historical return,0.8877862681991939,18.726246107011583,p
2009-06-30,Risk Parity,-0.7146475371851693,7.1453271629045325,p
2014-06-30,Risk Parity,1.1791818713448694,5.106468892378083,p
2019-06-30,Risk Parity,0.7847919227022473,2.6544055254595875,p
2024-06-30,Risk Parity,0.5248068316645444,4.5768106485117865,p
2009-06-30,Bounded efficient frontier,-0.3956630992497857,5.870864298122467,l
2009-06-30,Bounded efficient frontier,0.0643369007502147,25.013568261504805,l
2009-06-30,Bounded efficient frontier,-0.2656630992497856,8.324819203579025,l
2009-06-30,Bounded efficient frontier,-0.2556630992497856,8.604545621339993,l
2009-06-30,Bounded efficient frontier,-0.24566309924978558,8.898396590228453,l
2009-06-30,Bounded efficient frontier,-0.23566309924978557,9.206372172673799,l
2009-06-30,Bounded efficient frontier,-0.22566309924978556,9.528472270415783,l
2009-06-30,Bounded efficient frontier,-0.21566309924978555,9.86469698306382,l
2009-06-30,Bounded efficient frontier,-0.20566309924978554,10.215046239479413,l
2009-06-30,Bounded efficient frontier,-0.19566309924978553,10.579520109984237,l
2009-06-30,Bounded efficient frontier,-0.18566309924978552,10.95811856070673,l
2009-06-30,Bounded efficient frontier,-0.17566309924978551,11.35084162075,l
2009-06-30,Bounded efficient frontier,-0.1656630992497855,11.757689153242772,l
2009-06-30,Bounded efficient frontier,-0.1556630992497855,12.178661473939632,l
2009-06-30,Bounded efficient frontier,-0.1456630992497855,12.613758206577927,l
2009-06-30,Bounded efficient frontier,-0.13566309924978548,13.062979601037426,l
2009-06-30,Bounded efficient frontier,-0.12566309924978547,13.526325492213111,l
2009-06-30,Bounded efficient frontier,-0.11566309924978546,14.003795940778557,l
2009-06-30,Bounded efficient frontier,-0.10566309924978545,14.495391098636317,l
2009-06-30,Bounded efficient frontier,-0.09566309924978544,15.001110701013532,l
2009-06-30,Bounded efficient frontier,-0.08566309924978543,15.520954979734853,l
2009-06-30,Bounded efficient frontier,-0.07566309924978543,16.0549238286452,l
2009-06-30,Bounded efficient frontier,-0.06566309924978542,16.60301723997719,l
2009-06-30,Bounded efficient frontier,-0.05566309924978541,17.16523531671772,l
