TIME_PERIOD,TIME_TO_MATURITY,SPOTRATE,Portfolio,ZC,Return
2007-08-31,120,4.395376102088411,TDF 2017-08-31,0.6443342858088817,
2007-09-30,119,4.4286083772971505,TDF 2017-08-31,0.6445709800213671,0.036734691556613304
2007-10-31,118,4.329350804368399,TDF 2017-08-31,0.653299569718822,1.3541704432870183
2007-11-30,117,4.268776403324348,TDF 2017-08-31,0.6595445886539213,0.9559196461413801
2007-12-31,116,4.41453827437254,TDF 2017-08-31,0.6526340633243612,-1.0477722732384
2008-01-31,115,4.092440395193691,TDF 2017-08-31,0.6755742530429635,3.5150156891521127
2008-02-29,114,4.107609365131358,TDF 2017-08-31,0.6769059823197822,0.19712552259358984
2008-03-31,113,4.16093412510409,TDF 2017-08-31,0.6758248752510232,-0.15971303208962256
2008-04-30,112,4.335692732843752,TDF 2017-08-31,0.66720051566052,-1.2761234317248034
2008-05-31,111,4.584194877178591,TDF 2017-08-31,0.6543989971684856,-1.9186913366457803
2008-06-30,110,4.831228719914975,TDF 2017-08-31,0.6421954177060419,-1.8648530201371396
2008-07-31,109,4.603615779636934,TDF 2017-08-31,0.6582557359861095,2.5008459788511037
2008-08-31,108,4.436583700639792,TDF 2017-08-31,0.6707944430993835,1.9048382608455652
2008-09-30,107,4.423749898105506,TDF 2017-08-31,0.674049969171643,0.48532394770853776
2008-10-31,106,4.3473428763943165,TDF 2017-08-31,0.6811210145204567,1.0490387467124345
2008-11-30,105,3.9015508465215163,TDF 2017-08-31,0.7107847063294533,4.355127969422785
2008-12-31,104,3.782118568296593,TDF 2017-08-31,0.7205189164643991,1.3695019108126292
2009-01-31,103,4.064090474112803,TDF 2017-08-31,0.7055099302137325,-2.0830801118055304
2009-02-28,102,3.924229442782319,TDF 2017-08-31,0.7163692715114034,1.539218773913082
2009-03-31,101,3.8537627357798945,TDF 2017-08-31,0.7229911022590035,0.9243599650260452
2009-04-30,100,3.8142583582919953,TDF 2017-08-31,0.7277083980252613,0.6524694082013572
2009-05-31,99,4.1110312810895415,TDF 2017-08-31,0.7123684035356981,-2.107986458750575
2009-06-30,98,3.889727814661928,TDF 2017-08-31,0.7278494112477664,2.1731743905585086
2009-07-31,97,3.595555453138277,TDF 2017-08-31,0.7477842843832255,2.7388732926615167
2009-08-31,96,3.5399571722325476,TDF 2017-08-31,0.7533716801852844,0.7471935314430168
2009-09-30,95,3.482743101365244,TDF 2017-08-31,0.7590275821020303,0.7507452251662546
2009-10-31,94,3.490135904395925,TDF 2017-08-31,0.7607929919788252,0.23258836943789152
2009-11-30,93,3.3865086837417193,TDF 2017-08-31,0.7691614196474348,1.099961192708053
2009-12-31,92,3.468901638873543,TDF 2017-08-31,0.766478120587632,-0.34886032908836767
2010-01-31,91,3.4298845935119617,TDF 2017-08-31,0.7709748070183484,0.5866685962632543
2010-02-28,90,3.3038122103430743,TDF 2017-08-31,0.780527023915168,1.2389791222571411
2010-03-31,89,3.2495023763585817,TDF 2017-08-31,0.785837886121215,0.6804200294574481
2010-04-30,88,3.169995232640818,TDF 2017-08-31,0.7925764452017684,0.8574998990967473
2010-05-31,87,3.083410035630843,TDF 2017-08-31,0.7996771241578211,0.8958983072282786
2010-06-30,86,3.2206484144744447,TDF 2017-08-31,0.7938878009313767,-0.7239575888257964
2010-07-31,85,3.060943344171787,TDF 2017-08-31,0.8050774297114688,1.4094723167385381
2010-08-31,84,2.7866424034210677,TDF 2017-08-31,0.8227812016734081,2.19901481628719
2010-09-30,83,2.89742674359755,TDF 2017-08-31,0.8183989480123123,-0.5326147039070623
2010-10-31,82,2.931091094711913,TDF 2017-08-31,0.8184923530894922,0.011413147268429132
2010-11-30,81,3.4796489152029157,TDF 2017-08-31,0.7906686478872359,-3.3993848686835704
2010-12-31,80,3.5522120795593954,TDF 2017-08-31,0.7891379446420425,-0.19359604674899797
2011-01-31,79,3.6928973877881455,TDF 2017-08-31,0.7841807437567472,-0.6281792580058854
2011-02-28,78,3.6648930618189497,TDF 2017-08-31,0.788030843007144,0.49097089938121596
2011-03-31,77,3.7871820659890445,TDF 2017-08-31,0.7842630050723076,-0.4781333076327589
2011-04-30,76,3.886438363378667,TDF 2017-08-31,0.7818119063386133,-0.31253529974531
2011-05-31,75,3.667062501897507,TDF 2017-08-31,0.7951763171267132,1.7094151009656797
2011-06-30,74,3.7457064326858194,TDF 2017-08-31,0.7937511896413321,-0.17922157069902434
2011-07-31,73,3.8288679386882802,TDF 2017-08-31,0.7922147304548889,-0.193569371170008
2011-08-31,72,3.209491923904446,TDF 2017-08-31,0.8248369773099109,4.1178541121408285
2011-09-30,71,3.232818244443598,TDF 2017-08-31,0.8259053672958786,0.1295274115198014
2011-10-31,70,3.520301111293662,TDF 2017-08-31,0.8143615083157167,-1.3977217532751909
2011-11-30,69,4.175176374440269,TDF 2017-08-31,0.7865707212903222,-3.412586024954951
2011-12-31,68,3.465199259490381,TDF 2017-08-31,0.821715302393607,4.468076442717343
2012-01-31,67,3.0518025068956147,TDF 2017-08-31,0.8433339062045278,2.6309116731728186
2012-02-29,66,2.777112999053875,TDF 2017-08-31,0.8583518216929323,1.7807792830236804
2012-03-31,65,2.8172444702938586,TDF 2017-08-31,0.8584724052519157,0.014048267381263241
2012-04-30,64,2.8284231638751396,TDF 2017-08-31,0.8599773430204601,0.17530415180937767
2012-05-31,63,2.847752531565894,TDF 2017-08-31,0.8611324032625784,0.13431286899506495
2012-06-30,62,2.9247384573166912,TDF 2017-08-31,0.8597518421955198,-0.1603192565775132
2012-07-31,61,2.6672841583212987,TDF 2017-08-31,0.873203239221465,1.564567397912732
2012-08-31,60,2.5470104299662455,TDF 2017-08-31,0.8804250106101155,0.8270435866785443
2012-09-30,59,2.343740706971816,TDF 2017-08-31,0.8911576616233189,1.2190306822117565
2012-10-31,58,2.0566927166297813,TDF 2017-08-31,0.9053743135716807,1.5953015454599837
2012-11-30,57,1.8925272050037236,TDF 2017-08-31,0.9140271144775209,0.9557153075952748
2012-12-31,56,1.8174082661963076,TDF 2017-08-31,0.9186846265558744,0.5095595091854306
2013-01-31,55,1.9477958497428618,TDF 2017-08-31,0.9145949617674979,-0.4451652580394775
2013-02-28,54,1.875437144233472,TDF 2017-08-31,0.919068454389318,0.48912281488789616
2013-03-31,53,1.880133645942088,TDF 2017-08-31,0.9203150370041373,0.13563544792184817
2013-04-30,52,1.3576664200242072,TDF 2017-08-31,0.9428649577501635,2.4502393027752807
2013-05-31,51,1.5728621422887912,TDF 2017-08-31,0.9353386328914237,-0.7982399596967654
2013-06-30,50,1.8976730270070972,TDF 2017-08-31,0.9239755123672937,-1.2148670144205493
2013-07-31,49,1.6890594369861471,TDF 2017-08-31,0.9333547484239163,1.0150957391275783
2013-08-31,48,1.644316717604637,TDF 2017-08-31,0.9363437003252792,0.3202374988084817
2013-09-30,47,1.5100018919763345,TDF 2017-08-31,0.9425731586438811,0.6652961211185399
2013-10-31,46,1.230469940749189,TDF 2017-08-31,0.9539271106387547,1.2045698406274314
2013-11-30,45,1.1344590349602717,TDF 2017-08-31,0.9583500090608782,0.46365161161652224
2013-12-31,44,1.2878794468075578,TDF 2017-08-31,0.9538753786783353,-0.4669098283755194
2014-01-31,43,0.9386662700221176,TDF 2017-08-31,0.9669238441932047,1.3679423755489937
2014-02-28,42,0.8783581305172885,TDF 2017-08-31,0.9697252116584332,0.28971955568703195
2014-03-31,41,0.7806207013988966,TDF 2017-08-31,0.973681328215359,0.4079626382158365
2014-04-30,40,0.668237580370838,TDF 2017-08-31,0.9779716608409842,0.44063006050335124
2014-05-31,39,0.5944971661037544,TDF 2017-08-31,0.9808642993360807,0.2957793779636732
2014-06-30,38,0.42492511033093106,TDF 2017-08-31,0.9866341649269255,0.5882430010706131
2014-07-31,37,0.35405413085975557,TDF 2017-08-31,0.9891427015571354,0.25425195268761885
2014-08-31,36,0.24366196925288452,TDF 2017-08-31,0.9927167929618567,0.3613322323558453
2014-09-30,35,0.1901849653006531,TDF 2017-08-31,0.9944682950499657,0.1764352230693386
2014-10-31,34,0.2683381372683442,TDF 2017-08-31,0.992425915152693,-0.20537405842286027
2014-11-30,33,0.23225142564676027,TDF 2017-08-31,0.9936334387772764,0.12167393113647593
2014-12-31,32,0.19014358546072252,TDF 2017-08-31,0.994942337651094,0.13172854522974314
2015-01-31,31,0.09743052788661721,TDF 2017-08-31,0.9974862095724221,0.2556803369463391
2015-02-28,30,-0.013849229411439623,TDF 2017-08-31,1.000346290680065,0.286728887095994
2015-03-31,29,-0.05589335439329801,TDF 2017-08-31,1.0013516687463682,0.10050300337691956
2015-04-30,28,-0.0020738647919831266,TDF 2017-08-31,1.0000483913493032,-0.13015181756241068
2015-05-31,27,-0.012168395094157347,TDF 2017-08-31,1.0002738263732174,0.022542411533703784
2015-06-30,26,0.10211091068483569,TDF 2017-08-31,0.9977900424949687,-0.24831039389027462
2015-07-31,25,-0.057360332251779056,TDF 2017-08-31,1.0011957212271887,0.3413221807369507
2015-08-31,24,-0.01577763846598046,TDF 2017-08-31,1.000315602561332,-0.0879067546131646
2015-09-30,23,-0.06244900163079237,TDF 2017-08-31,1.0011976558155327,0.0881774963763572
2015-10-31,22,-0.13594766028240457,TDF 2017-08-31,1.0024954823173693,0.12962740117279598
2015-11-30,21,-0.20608452381874542,TDF 2017-08-31,1.003612990337933,0.11147262409406762
2015-12-31,20,-0.16164998116132878,TDF 2017-08-31,1.0026977988803356,-0.09118967833299675
2016-01-31,19,-0.2405909629653955,TDF 2017-08-31,1.0038166217355038,0.1115812617138996
2016-02-29,18,-0.26474323091767005,TDF 2017-08-31,1.0039790439217113,0.016180463910503116
2016-03-31,17,-0.2597569587737141,TDF 2017-08-31,1.0036866693583262,-0.029121580291466213
2016-04-30,16,-0.28912283122430793,TDF 2017-08-31,1.0038624110412186,0.017509616124006755
2016-05-31,15,-0.3412160760347618,TDF 2017-08-31,1.0042743098658555,0.04103140232232162
2016-06-30,14,-0.40572538907601086,TDF 2017-08-31,1.0047446834049418,0.046837157384731765
2016-07-31,13,-0.3720796519548024,TDF 2017-08-31,1.0040389977505093,-0.07023532108087875
2016-08-31,12,-0.4038844428196313,TDF 2017-08-31,1.0040470115518996,0.0007981563871737373
2016-09-30,11,-0.45057854006211784,TDF 2017-08-31,1.0041388447420667,0.009146303819499843
2016-10-31,10,-0.4334396498165347,TDF 2017-08-31,1.0036185282043617,-0.05181719046419981
2016-11-30,9,-0.4336350502144448,TDF 2017-08-31,1.0032575572214955,-0.035966950860511236
2016-12-31,8,-0.522038813399142,TDF 2017-08-31,1.0034863218882146,0.022802187242200508
2017-01-31,7,-0.4018028472908739,TDF 2017-08-31,1.0023465989061064,-0.11357633454969443
2017-02-28,6,-0.5034215135136506,TDF 2017-08-31,1.0025202781424896,0.0173272635007351
