TIME_PERIOD,Portfolio,Return,Avg_FirmSize,N_firms,Region,N_Portfolios,Portfolio_market_size,Market_return,USD_to_EUR,Prev_USD_to_EUR,Monthly_Exchange_Return,Return_EUR,Market_return_EUR,SMB_USD,MOM_USD,RF_USD,SMB_EUR,MOM_EUR,RF_EUR
2004-08-31,BIG HiPRIOR,-0.14,16821.75,35,US,25,588761.25,0.17488798876399841,0.825695648583932,0.8306337735692333,0.9940549913301957,-0.7336685657666635,-0.42065258882587386,-1.2066666666666668,-1.55,0.11,-1.1994930228717728,-1.5407852365618027,0.1748048895520966
2004-08-31,BIG HiPRIOR,0.41,10532.01,34,EU,25,358088.34,0.4626395611058049,0.825695648583932,0.8306337735692333,0.9940549913301957,-0.18693832053504877,-0.1346117020763984,-0.8133333333333334,1.26,0.11,-0.8084980596152272,1.2525092890760305,0.1748048895520966
2004-08-31,BIG LoPRIOR,1.23,34545.39,64,US,25,2210904.96,0.17488798876399841,0.825695648583932,0.8306337735692333,0.9940549913301957,0.6281867723557184,-0.42065258882587386,-1.2066666666666668,-1.55,0.11,-1.1994930228717728,-1.5407852365618027,0.1748048895520966
2004-08-31,BIG LoPRIOR,0.92,23118.52,73,EU,25,1687651.96,0.4626395611058049,0.825695648583932,0.8306337735692333,0.9940549913301957,0.32002972504335503,-0.1346117020763984,-0.8133333333333334,1.26,0.11,-0.8084980596152272,1.2525092890760305,0.1748048895520966
2004-08-31,ME1 PRIOR2,1.29,68.42,412,EU,25,28189.04,0.4626395611058049,0.825695648583932,0.8306337735692333,0.9940549913301957,0.6878300718355348,-0.1346117020763984,-0.8133333333333334,1.26,0.11,-0.8084980596152272,1.2525092890760305,0.1748048895520966
2004-08-31,ME1 PRIOR2,-1.77,149.12,397,US,25,59200.64,0.17488798876399841,0.825695648583932,0.8306337735692333,0.9940549913301957,-2.353978201634874,-0.42065258882587386,-1.2066666666666668,-1.55,0.11,-1.1994930228717728,-1.5407852365618027,0.1748048895520966
2004-08-31,ME1 PRIOR3,-0.64,160.03,327,US,25,52329.81,0.17488798876399841,0.825695648583932,0.8306337735692333,0.9940549913301957,-1.2306960614317575,-0.42065258882587386,-1.2066666666666668,-1.55,0.11,-1.1994930228717728,-1.5407852365618027,0.1748048895520966
2004-08-31,ME1 PRIOR3,0.35,70.31,348,EU,25,24467.88,0.4626395611058049,0.825695648583932,0.8306337735692333,0.9940549913301957,-0.24658162001486517,-0.1346117020763984,-0.8133333333333334,1.26,0.11,-0.8084980596152272,1.2525092890760305,0.1748048895520966
2004-08-31,ME1 PRIOR4,0.4,77.1,411,EU,25,31688.1,0.4626395611058049,0.825695648583932,0.8306337735692333,0.9940549913301957,-0.1968788704483444,-0.1346117020763984,-0.8133333333333334,1.26,0.11,-0.8084980596152272,1.2525092890760305,0.1748048895520966
2004-08-31,ME1 PRIOR4,-0.97,150.33,358,US,25,53818.14000000001,0.17488798876399841,0.825695648583932,0.8306337735692333,0.9940549913301957,-1.558734208570712,-0.42065258882587386,-1.2066666666666668,-1.55,0.11,-1.1994930228717728,-1.5407852365618027,0.1748048895520966
2004-08-31,ME2 PRIOR1,-1.32,429.96,157,EU,25,67503.72,0.4626395611058049,0.825695648583932,0.8306337735692333,0.9940549913301957,-1.9066534555362864,-0.1346117020763984,-0.8133333333333334,1.26,0.11,-0.8084980596152272,1.2525092890760305,0.1748048895520966
2004-08-31,ME2 PRIOR1,-1.23,714.12,138,US,25,98548.56,0.17488798876399841,0.825695648583932,0.8306337735692333,0.9940549913301957,-1.817188506316569,-0.42065258882587386,-1.2066666666666668,-1.55,0.11,-1.1994930228717728,-1.5407852365618027,0.1748048895520966
2004-08-31,ME2 PRIOR2,-0.05,468.36,105,EU,25,49177.8,0.4626395611058049,0.825695648583932,0.8306337735692333,0.9940549913301957,-0.6442036165469318,-0.1346117020763984,-0.8133333333333334,1.26,0.11,-0.8084980596152272,1.2525092890760305,0.1748048895520966
2004-08-31,ME2 PRIOR2,-0.84,734.44,106,US,25,77850.64,0.17488798876399841,0.825695648583932,0.8306337735692333,0.9940549913301957,-1.429507059697798,-0.42065258882587386,-1.2066666666666668,-1.55,0.11,-1.1994930228717728,-1.5407852365618027,0.1748048895520966
2004-08-31,ME2 PRIOR3,0.42,435.81,99,EU,25,43145.19,0.4626395611058049,0.825695648583932,0.8306337735692333,0.9940549913301957,-0.17699777062173894,-0.1346117020763984,-0.8133333333333334,1.26,0.11,-0.8084980596152272,1.2525092890760305,0.1748048895520966
2004-08-31,ME2 PRIOR3,1.09,715.22,103,US,25,73667.66,0.17488798876399841,0.825695648583932,0.8306337735692333,0.9940549913301957,0.48901907356948016,-0.42065258882587386,-1.2066666666666668,-1.55,0.11,-1.1994930228717728,-1.5407852365618027,0.1748048895520966
2004-08-31,ME2 PRIOR4,1.39,449.17,128,EU,25,57493.76,0.4626395611058049,0.825695648583932,0.8306337735692333,0.9940549913301957,0.7872355709685479,-0.1346117020763984,-0.8133333333333334,1.26,0.11,-0.8084980596152272,1.2525092890760305,0.1748048895520966
2004-08-31,ME2 PRIOR4,-2.76,759.04,112,US,25,85012.48,0.17488798876399841,0.825695648583932,0.8306337735692333,0.9940549913301957,-3.3380926430517803,-0.42065258882587386,-1.2066666666666668,-1.55,0.11,-1.1994930228717728,-1.5407852365618027,0.1748048895520966
2004-08-31,ME2 PRIOR5,0.98,463.93,213,EU,25,98817.09,0.4626395611058049,0.825695648583932,0.8306337735692333,0.9940549913301957,0.3796730245231714,-0.1346117020763984,-0.8133333333333334,1.26,0.11,-0.8084980596152272,1.2525092890760305,0.1748048895520966
2004-08-31,ME2 PRIOR5,-2.96,735.76,138,US,25,101534.88,0.17488798876399841,0.825695648583932,0.8306337735692333,0.9940549913301957,-3.5369036413178065,-0.42065258882587386,-1.2066666666666668,-1.55,0.11,-1.1994930228717728,-1.5407852365618027,0.1748048895520966
2004-08-31,ME3 PRIOR1,-1.23,1524.86,74,US,25,112839.64,0.17488798876399841,0.825695648583932,0.8306337735692333,0.9940549913301957,-1.817188506316569,-0.42065258882587386,-1.2066666666666668,-1.55,0.11,-1.1994930228717728,-1.5407852365618027,0.1748048895520966
2004-08-31,ME3 PRIOR1,-1.51,1189.36,66,EU,25,78497.76,0.4626395611058049,0.825695648583932,0.8306337735692333,0.9940549913301957,-2.095523903889031,-0.1346117020763984,-0.8133333333333334,1.26,0.11,-0.8084980596152272,1.2525092890760305,0.1748048895520966
2004-08-31,ME3 PRIOR2,1.04,1524.35,74,US,25,112801.9,0.17488798876399841,0.825695648583932,0.8306337735692333,0.9940549913301957,0.4393163240029736,-0.42065258882587386,-1.2066666666666668,-1.55,0.11,-1.1994930228717728,-1.5407852365618027,0.1748048895520966
2004-08-31,ME3 PRIOR2,0.01,1227.71,58,EU,25,71207.18000000001,0.4626395611058049,0.825695648583932,0.8306337735692333,0.9940549913301957,-0.5845603170671296,-0.1346117020763984,-0.8133333333333334,1.26,0.11,-0.8084980596152272,1.2525092890760305,0.1748048895520966
2004-08-31,ME3 PRIOR3,1.28,1146.84,65,EU,25,74544.59999999999,0.4626395611058049,0.825695648583932,0.8306337735692333,0.9940549913301957,0.677889521922225,-0.1346117020763984,-0.8133333333333334,1.26,0.11,-0.8084980596152272,1.2525092890760305,0.1748048895520966
2004-08-31,ME3 PRIOR3,-0.5,1601.77,86,US,25,137752.22,0.17488798876399841,0.825695648583932,0.8306337735692333,0.9940549913301957,-1.0915283626455334,-0.42065258882587386,-1.2066666666666668,-1.55,0.11,-1.1994930228717728,-1.5407852365618027,0.1748048895520966
2004-08-31,ME3 PRIOR4,0.0,1155.85,86,EU,25,99403.09999999999,0.4626395611058049,0.825695648583932,0.8306337735692333,0.9940549913301957,-0.5945008669804253,-0.1346117020763984,-0.8133333333333334,1.26,0.11,-0.8084980596152272,1.2525092890760305,0.1748048895520966
2004-08-31,ME3 PRIOR4,-0.99,1593.58,99,US,25,157764.41999999998,0.17488798876399841,0.825695648583932,0.8306337735692333,0.9940549913301957,-1.5786153083973176,-0.42065258882587386,-1.2066666666666668,-1.55,0.11,-1.1994930228717728,-1.5407852365618027,0.1748048895520966
2004-08-31,ME3 PRIOR5,0.76,1160.51,120,EU,25,139261.2,0.4626395611058049,0.825695648583932,0.8306337735692333,0.9940549913301957,0.16098092643052553,-0.1346117020763984,-0.8133333333333334,1.26,0.11,-0.8084980596152272,1.2525092890760305,0.1748048895520966
2004-08-31,ME3 PRIOR5,-3.14,1528.2,108,US,25,165045.6,0.17488798876399841,0.825695648583932,0.8306337735692333,0.9940549913301957,-3.7158335397572415,-0.42065258882587386,-1.2066666666666668,-1.55,0.11,-1.1994930228717728,-1.5407852365618027,0.1748048895520966
2004-08-31,ME4 PRIOR1,-0.66,2990.31,62,EU,25,185399.22,0.4626395611058049,0.825695648583932,0.8306337735692333,0.9940549913301957,-1.2505771612583487,-0.1346117020763984,-0.8133333333333334,1.26,0.11,-0.8084980596152272,1.2525092890760305,0.1748048895520966
2004-08-31,ME4 PRIOR1,0.18,3487.61,58,US,25,202281.38,0.17488798876399841,0.825695648583932,0.8306337735692333,0.9940549913301957,-0.4155709685409903,-0.42065258882587386,-1.2066666666666668,-1.55,0.11,-1.1994930228717728,-1.5407852365618027,0.1748048895520966
2004-08-31,ME4 PRIOR2,0.89,3124.23,56,EU,25,174956.88,0.4626395611058049,0.825695648583932,0.8306337735692333,0.9940549913301957,0.2902080753034397,-0.1346117020763984,-0.8133333333333334,1.26,0.11,-0.8084980596152272,1.2525092890760305,0.1748048895520966
2004-08-31,ME4 PRIOR2,0.24,3531.11,83,US,25,293082.13,0.17488798876399841,0.825695648583932,0.8306337735692333,0.9940549913301957,-0.3559276690611881,-0.42065258882587386,-1.2066666666666668,-1.55,0.11,-1.1994930228717728,-1.5407852365618027,0.1748048895520966
2004-08-31,ME4 PRIOR3,0.76,3133.93,55,EU,25,172366.15,0.4626395611058049,0.825695648583932,0.8306337735692333,0.9940549913301957,0.16098092643052553,-0.1346117020763984,-0.8133333333333334,1.26,0.11,-0.8084980596152272,1.2525092890760305,0.1748048895520966
2004-08-31,ME4 PRIOR3,0.83,3817.83,86,US,25,328333.38,0.17488798876399841,0.825695648583932,0.8306337735692333,0.9940549913301957,0.23056477582363755,-0.42065258882587386,-1.2066666666666668,-1.55,0.11,-1.1994930228717728,-1.5407852365618027,0.1748048895520966
2004-08-31,ME4 PRIOR4,1.12,3061.99,64,EU,25,195967.36,0.4626395611058049,0.825695648583932,0.8306337735692333,0.9940549913301957,0.5188407233093955,-0.1346117020763984,-0.8133333333333334,1.26,0.11,-0.8084980596152272,1.2525092890760305,0.1748048895520966
2004-08-31,ME4 PRIOR4,-1.13,3604.68,80,US,25,288374.39999999997,0.17488798876399841,0.825695648583932,0.8306337735692333,0.9940549913301957,-1.7177830071835416,-0.42065258882587386,-1.2066666666666668,-1.55,0.11,-1.1994930228717728,-1.5407852365618027,0.1748048895520966
2004-08-31,ME4 PRIOR5,1.82,2970.76,70,EU,25,207953.2,0.4626395611058049,0.825695648583932,0.8306337735692333,0.9940549913301957,1.2146792172405156,-0.1346117020763984,-0.8133333333333334,1.26,0.11,-0.8084980596152272,1.2525092890760305,0.1748048895520966
2004-08-31,ME4 PRIOR5,-2.05,3715.94,73,US,25,271263.62,0.17488798876399841,0.825695648583932,0.8306337735692333,0.9940549913301957,-2.632313599207322,-0.42065258882587386,-1.2066666666666668,-1.55,0.11,-1.1994930228717728,-1.5407852365618027,0.1748048895520966
2004-08-31,ME5 PRIOR2,0.9,22755.46,76,EU,25,1729414.96,0.4626395611058049,0.825695648583932,0.8306337735692333,0.9940549913301957,0.30014862521674956,-0.1346117020763984,-0.8133333333333334,1.26,0.11,-0.8084980596152272,1.2525092890760305,0.1748048895520966
2004-08-31,ME5 PRIOR2,0.42,40910.34,91,US,25,3722840.9399999995,0.17488798876399841,0.825695648583932,0.8306337735692333,0.9940549913301957,-0.17699777062173894,-0.42065258882587386,-1.2066666666666668,-1.55,0.11,-1.1994930228717728,-1.5407852365618027,0.1748048895520966
2004-08-31,ME5 PRIOR3,0.36,24477.65,81,US,25,1982689.6500000001,0.17488798876399841,0.825695648583932,0.8306337735692333,0.9940549913301957,-0.23664107010155533,-0.42065258882587386,-1.2066666666666668,-1.55,0.11,-1.1994930228717728,-1.5407852365618027,0.1748048895520966
2004-08-31,ME5 PRIOR3,-0.86,22884.53,67,EU,25,1533263.51,0.4626395611058049,0.825695648583932,0.8306337735692333,0.9940549913301957,-1.4493881595244034,-0.1346117020763984,-0.8133333333333334,1.26,0.11,-0.8084980596152272,1.2525092890760305,0.1748048895520966
2004-08-31,ME5 PRIOR4,1.11,15068.21,52,EU,25,783546.9199999999,0.4626395611058049,0.825695648583932,0.8306337735692333,0.9940549913301957,0.5089001733960856,-0.1346117020763984,-0.8133333333333334,1.26,0.11,-0.8084980596152272,1.2525092890760305,0.1748048895520966
2004-08-31,ME5 PRIOR4,-0.16,18677.02,66,US,25,1232683.32,0.17488798876399841,0.825695648583932,0.8306337735692333,0.9940549913301957,-0.7535496655932548,-0.42065258882587386,-1.2066666666666668,-1.55,0.11,-1.1994930228717728,-1.5407852365618027,0.1748048895520966
2004-08-31,SMALL HiPRIOR,-2.39,156.63,687,US,25,107604.81,0.17488798876399841,0.825695648583932,0.8306337735692333,0.9940549913301957,-2.9702922962596006,-0.42065258882587386,-1.2066666666666668,-1.55,0.11,-1.1994930228717728,-1.5407852365618027,0.1748048895520966
2004-08-31,SMALL HiPRIOR,0.23,66.34,1103,EU,25,73173.02,0.4626395611058049,0.825695648583932,0.8306337735692333,0.9940549913301957,-0.36586821897448374,-0.1346117020763984,-0.8133333333333334,1.26,0.11,-0.8084980596152272,1.2525092890760305,0.1748048895520966
