TIME_PERIOD,Portfolio,Return,Avg_FirmSize,N_firms,Region,N_Portfolios,Portfolio_market_size,Market_return,USD_to_EUR,Monthly_Exchange_Return,Return_EUR,SMB_USD,MOM_USD,RF_USD,SMB_EUR,MOM_EUR,RF_EUR
2013-10-31,ME1 PRIOR4,3.84,245.46,201,US,25,49337.46,4.181267748740242,0.7330840847445201,0.9978007477457664,3.831554871343743,,,,,,
2013-10-31,ME1 PRIOR4,5.37,138.35,343,EU,25,47454.049999999996,4.530121434572289,0.7330840847445201,0.9978007477457664,5.358190015394766,,,,,,
2013-10-31,ME2 PRIOR1,0.53,1084.27,138,US,25,149629.26,4.181267748740242,0.7330840847445201,0.9978007477457664,0.5288343963052562,,,,,,
2013-10-31,ME2 PRIOR1,1.45,962.11,106,EU,25,101983.66,4.530121434572289,0.7330840847445201,0.9978007477457664,1.4468110842313613,,,,,,
2013-10-31,ME2 PRIOR2,2.69,1149.21,106,US,25,121816.26000000001,4.181267748740242,0.7330840847445201,0.9978007477457664,2.6840840114361115,,,,,,
2013-10-31,ME2 PRIOR2,2.97,966.86,90,EU,25,87017.4,4.530121434572289,0.7330840847445201,0.9978007477457664,2.9634682208049266,,,,,,
2013-10-31,ME2 PRIOR3,6.18,951.16,97,EU,25,92262.52,4.530121434572289,0.7330840847445201,0.9978007477457664,6.166408621068836,,,,,,
2013-10-31,ME2 PRIOR3,3.35,1184.22,85,US,25,100658.7,4.181267748740242,0.7330840847445201,0.9978007477457664,3.3426325049483174,,,,,,
2013-10-31,ME2 PRIOR4,4.25,1169.28,97,US,25,113420.16,4.181267748740242,0.7330840847445201,0.9978007477457664,4.240653177919508,,,,,,
2013-10-31,ME2 PRIOR4,4.65,983.14,92,EU,25,90448.88,4.530121434572289,0.7330840847445201,0.9978007477457664,4.6397734770178145,,,,,,
2013-10-31,ME2 PRIOR5,5.9,953.76,123,EU,25,117312.48,4.530121434572289,0.7330840847445201,0.9978007477457664,5.887024411700022,,,,,,
2013-10-31,ME2 PRIOR5,1.12,1163.51,146,US,25,169872.46,4.181267748740242,0.7330840847445201,0.9978007477457664,1.1175368374752586,,,,,,
2013-10-31,ME3 PRIOR1,2.59,2556.53,51,US,25,130383.03000000001,4.181267748740242,0.7330840847445201,0.9978007477457664,2.584303936661535,,,,,,
2013-10-31,ME3 PRIOR1,3.2,2267.6,78,EU,25,176872.8,4.530121434572289,0.7330840847445201,0.9978007477457664,3.1929623927864528,,,,,,
2013-10-31,ME3 PRIOR2,3.69,2198.47,62,EU,25,136305.13999999998,4.530121434572289,0.7330840847445201,0.9978007477457664,3.681884759181878,,,,,,
2013-10-31,ME3 PRIOR2,3.64,2525.68,82,US,25,207105.75999999998,4.181267748740242,0.7330840847445201,0.9978007477457664,3.63199472179459,,,,,,
2013-10-31,ME3 PRIOR3,3.13,2600.83,93,US,25,241877.19,4.181267748740242,0.7330840847445201,0.9978007477457664,3.123116340444249,,,,,,
2013-10-31,ME3 PRIOR3,5.56,2232.39,64,EU,25,142872.96,4.530121434572289,0.7330840847445201,0.9978007477457664,5.547772157466461,,,,,,
2013-10-31,ME3 PRIOR4,6.42,2248.14,47,EU,25,105662.57999999999,4.530121434572289,0.7330840847445201,0.9978007477457664,6.405880800527821,,,,,,
2013-10-31,ME3 PRIOR4,3.72,2658.55,76,US,25,202049.80000000002,4.181267748740242,0.7330840847445201,0.9978007477457664,3.711818781614251,,,,,,
2013-10-31,ME3 PRIOR5,3.47,2666.49,102,US,25,271981.98,4.181267748740242,0.7330840847445201,0.9978007477457664,3.4623685946778098,,,,,,
2013-10-31,ME3 PRIOR5,7.78,2440.01,78,EU,25,190320.78000000003,4.530121434572289,0.7330840847445201,0.9978007477457664,7.762889817462063,,,,,,
2013-10-31,ME4 PRIOR1,1.3,6138.77,41,US,25,251689.57,4.181267748740242,0.7330840847445201,0.9978007477457664,1.2971409720694964,,,,,,
2013-10-31,ME4 PRIOR1,3.77,5877.85,54,EU,25,317403.9,4.530121434572289,0.7330840847445201,0.9978007477457664,3.7617088190015395,,,,,,
2013-10-31,ME4 PRIOR2,5.05,5474.57,49,EU,25,268253.93,4.530121434572289,0.7330840847445201,0.9978007477457664,5.0388937761161205,,,,,,
2013-10-31,ME4 PRIOR2,3.52,6354.1,83,US,25,527390.3,4.181267748740242,0.7330840847445201,0.9978007477457664,3.5122586320650977,,,,,,
2013-10-31,ME4 PRIOR3,4.62,5552.43,50,EU,25,277621.5,4.530121434572289,0.7330840847445201,0.9978007477457664,4.609839454585441,,,,,,
2013-10-31,ME4 PRIOR3,3.29,6245.42,78,US,25,487142.76,4.181267748740242,0.7330840847445201,0.9978007477457664,3.2827644600835715,,,,,,
2013-10-31,ME4 PRIOR4,3.7,5779.47,87,US,25,502813.89,4.181267748740242,0.7330840847445201,0.9978007477457664,3.691862766659336,,,,,,
2013-10-31,ME4 PRIOR4,5.31,5601.94,43,EU,25,240883.41999999998,4.530121434572289,0.7330840847445201,0.9978007477457664,5.2983219705300195,,,,,,
2013-10-31,ME4 PRIOR5,6.53,5803.56,63,EU,25,365624.28,4.530121434572289,0.7330840847445201,0.9978007477457664,6.5156388827798555,,,,,,
2013-10-31,ME4 PRIOR5,3.63,5948.04,70,US,25,416362.8,4.181267748740242,0.7330840847445201,0.9978007477457664,3.622016714317132,,,,,,
2013-10-31,ME5 PRIOR2,5.48,46456.13,79,US,25,3670034.27,4.181267748740242,0.7330840847445201,0.9978007477457664,5.467948097646801,,,,,,
2013-10-31,ME5 PRIOR2,3.44,43317.19,62,EU,25,2685665.7800000003,4.530121434572289,0.7330840847445201,0.9978007477457664,3.4324345722454366,,,,,,
2013-10-31,ME5 PRIOR3,4.86,40206.16,83,US,25,3337111.2800000003,4.181267748740242,0.7330840847445201,0.9978007477457664,4.849311634044425,,,,,,
2013-10-31,ME5 PRIOR3,3.51,33584.78,67,EU,25,2250180.26,4.530121434572289,0.7330840847445201,0.9978007477457664,3.50228062458764,,,,,,
2013-10-31,ME5 PRIOR4,5.89,29414.96,64,EU,25,1882557.44,4.530121434572289,0.7330840847445201,0.9978007477457664,5.877046404222564,,,,,,
2013-10-31,ME5 PRIOR4,4.03,35514.0,82,US,25,2912148.0,4.181267748740242,0.7330840847445201,0.9978007477457664,4.021137013415439,,,,,,
2013-10-31,SMALL HiPRIOR,-0.15,231.17,370,US,25,85532.9,4.181267748740242,0.7330840847445201,0.9978007477457664,-0.14967011216186496,,,,,,
2013-10-31,SMALL HiPRIOR,6.3,125.12,632,EU,25,79075.84,4.530121434572289,0.7330840847445201,0.9978007477457664,6.286144710798329,,,,,,
2013-10-31,SMALL LoPRIOR,2.64,171.23,644,US,25,110272.12,4.181267748740242,0.7330840847445201,0.9978007477457664,2.6341939740488236,,,,,,
2013-10-31,SMALL LoPRIOR,3.38,68.62,1928,EU,25,132299.36000000002,4.530121434572289,0.7330840847445201,0.9978007477457664,3.3725665273806906,,,,,,
2013-11-30,BIG HiPRIOR,4.36,29932.59,34,EU,25,1017708.06,1.3340328706149338,0.7346998751010212,1.0132245977518184,4.417659246197928,,,,,,
2013-11-30,BIG HiPRIOR,3.61,30240.07,42,US,25,1270082.94,3.1113220186812067,0.7346998751010212,1.0132245977518184,3.657740797884064,,,,,,
2013-11-30,BIG LoPRIOR,0.81,36302.75,47,EU,25,1706229.25,1.3340328706149338,0.7346998751010212,1.0132245977518184,0.820711924178973,,,,,,
2013-11-30,BIG LoPRIOR,2.57,61920.76,49,US,25,3034117.24,3.1113220186812067,0.7346998751010212,1.0132245977518184,2.603987216222173,,,,,,
2013-11-30,ME1 PRIOR2,1.75,119.26,545,EU,25,64996.700000000004,1.3340328706149338,0.7346998751010212,1.0132245977518184,1.773143046065682,,,,,,
2013-11-30,ME1 PRIOR2,6.8,220.88,305,US,25,67368.4,3.1113220186812067,0.7346998751010212,1.0132245977518184,6.889927264712365,,,,,,
2013-11-30,ME1 PRIOR3,5.4,244.1,237,US,25,57851.7,3.1113220186812067,0.7346998751010212,1.0132245977518184,5.47141282785982,,,,,,
2013-11-30,ME1 PRIOR3,2.61,141.61,354,EU,25,50129.94,1.3340328706149338,0.7346998751010212,1.0132245977518184,2.6445162001322458,,,,,,
2013-11-30,ME1 PRIOR4,2.4,140.79,379,EU,25,53359.409999999996,1.3340328706149338,0.7346998751010212,1.0132245977518184,2.431739034604364,,,,,,
2013-11-30,ME1 PRIOR4,7.37,254.68,201,US,25,51190.68,3.1113220186812067,0.7346998751010212,1.0132245977518184,7.467465285430902,,,,,,
2013-11-30,ME2 PRIOR1,5.04,1088.78,111,US,25,120854.58,3.1113220186812067,0.7346998751010212,1.0132245977518184,5.106651972669165,,,,,,
2013-11-30,ME2 PRIOR1,-0.01,1026.09,96,EU,25,98504.63999999998,1.3340328706149338,0.7346998751010212,1.0132245977518184,-0.010132245977518184,,,,,,
2013-11-30,ME2 PRIOR2,4.51,1221.49,106,US,25,129477.94,3.1113220186812067,0.7346998751010212,1.0132245977518184,4.569642935860701,,,,,,
2013-11-30,ME2 PRIOR2,2.23,998.46,91,EU,25,90859.86,1.3340328706149338,0.7346998751010212,1.0132245977518184,2.259490852986555,,,,,,
2013-11-30,ME2 PRIOR3,1.36,986.47,65,EU,25,64120.55,1.3340328706149338,0.7346998751010212,1.0132245977518184,1.377985452942473,,,,,,
2013-11-30,ME2 PRIOR3,5.53,1142.71,99,US,25,113128.29000000001,3.1113220186812067,0.7346998751010212,1.0132245977518184,5.603132025567556,,,,,,
2013-11-30,ME2 PRIOR4,6.19,1228.6,108,US,25,132688.8,3.1113220186812067,0.7346998751010212,1.0132245977518184,6.2718602600837565,,,,,,
2013-11-30,ME2 PRIOR4,2.59,1079.92,112,EU,25,120951.04000000001,1.3340328706149338,0.7346998751010212,1.0132245977518184,2.6242517081772094,,,,,,
2013-11-30,ME2 PRIOR5,3.57,1168.79,164,US,25,191681.56,3.1113220186812067,0.7346998751010212,1.0132245977518184,3.6172118139739915,,,,,,
2013-11-30,ME2 PRIOR5,4.18,968.24,141,EU,25,136521.84,1.3340328706149338,0.7346998751010212,1.0132245977518184,4.235278818602601,,,,,,
2013-11-30,ME3 PRIOR1,-0.33,2252.22,82,EU,25,184682.03999999998,1.3340328706149338,0.7346998751010212,1.0132245977518184,-0.33436411725810006,,,,,,
2013-11-30,ME3 PRIOR1,2.79,2688.71,54,US,25,145190.34,3.1113220186812067,0.7346998751010212,1.0132245977518184,2.8268966277275736,,,,,,
2013-11-30,ME3 PRIOR2,2.4,2675.23,74,US,25,197967.02,3.1113220186812067,0.7346998751010212,1.0132245977518184,2.431739034604364,,,,,,
2013-11-30,ME3 PRIOR2,1.86,2430.16,56,EU,25,136088.96,1.3340328706149338,0.7346998751010212,1.0132245977518184,1.8845977518183823,,,,,,
2013-11-30,ME3 PRIOR3,2.73,2524.56,51,EU,25,128752.56,1.3340328706149338,0.7346998751010212,1.0132245977518184,2.766103151862464,,,,,,
2013-11-30,ME3 PRIOR3,3.75,2785.53,86,US,25,239555.58000000002,3.1113220186812067,0.7346998751010212,1.0132245977518184,3.799592241569319,,,,,,
2013-11-30,ME3 PRIOR4,4.15,2748.01,80,US,25,219840.80000000002,3.1113220186812067,0.7346998751010212,1.0132245977518184,4.204882080670047,,,,,,
2013-11-30,ME3 PRIOR4,0.57,2327.44,58,EU,25,134991.52,1.3340328706149338,0.7346998751010212,1.0132245977518184,0.5775380207185364,,,,,,
2013-11-30,ME3 PRIOR5,2.67,2595.4,75,EU,25,194655.0,1.3340328706149338,0.7346998751010212,1.0132245977518184,2.705309675997355,,,,,,
2013-11-30,ME3 PRIOR5,3.32,2694.14,114,US,25,307131.95999999996,3.1113220186812067,0.7346998751010212,1.0132245977518184,3.363905664536037,,,,,,
2013-11-30,ME4 PRIOR1,0.4,6477.29,42,US,25,272046.18,3.1113220186812067,0.7346998751010212,1.0132245977518184,0.40528983910072736,,,,,,
2013-11-30,ME4 PRIOR1,-1.94,5868.84,56,EU,25,328655.04000000004,1.3340328706149338,0.7346998751010212,1.0132245977518184,-1.9656557196385276,,,,,,
2013-11-30,ME4 PRIOR2,1.64,6421.89,78,US,25,500907.42000000004,3.1113220186812067,0.7346998751010212,1.0132245977518184,1.661688340312982,,,,,,
2013-11-30,ME4 PRIOR2,1.22,5961.29,47,EU,25,280180.63,1.3340328706149338,0.7346998751010212,1.0132245977518184,1.2361340092572184,,,,,,
2013-11-30,ME4 PRIOR3,2.0,5649.57,48,EU,25,271179.36,1.3340328706149338,0.7346998751010212,1.0132245977518184,2.026449195503637,,,,,,
2013-11-30,ME4 PRIOR3,2.57,6489.21,86,US,25,558072.06,3.1113220186812067,0.7346998751010212,1.0132245977518184,2.603987216222173,,,,,,
2013-11-30,ME4 PRIOR4,0.91,6109.1,75,US,25,458182.5,3.1113220186812067,0.7346998751010212,1.0132245977518184,0.9220343839541547,,,,,,
2013-11-30,ME4 PRIOR4,1.2,5988.95,50,EU,25,299447.5,1.3340328706149338,0.7346998751010212,1.0132245977518184,1.215869517302182,,,,,,
2013-11-30,ME4 PRIOR5,1.4,6012.64,63,EU,25,378796.32,1.3340328706149338,0.7346998751010212,1.0132245977518184,1.4185144368525457,,,,,,
2013-11-30,ME4 PRIOR5,2.44,6005.54,74,US,25,444409.96,3.1113220186812067,0.7346998751010212,1.0132245977518184,2.472268018514437,,,,,,
2013-11-30,ME5 PRIOR2,0.47,46344.34,67,EU,25,3105070.78,1.3340328706149338,0.7346998751010212,1.0132245977518184,0.4762155609433546,,,,,,
2013-11-30,ME5 PRIOR2,3.14,49497.89,73,US,25,3613345.9699999997,3.1113220186812067,0.7346998751010212,1.0132245977518184,3.18152523694071,,,,,,
2013-11-30,ME5 PRIOR3,3.7,44429.65,96,US,25,4265246.4,3.1113220186812067,0.7346998751010212,1.0132245977518184,3.7489310116817283,,,,,,
2013-11-30,ME5 PRIOR3,1.24,34248.18,64,EU,25,2191883.52,1.3340328706149338,0.7346998751010212,1.0132245977518184,1.2563985012122547,,,,,,
2013-11-30,ME5 PRIOR4,2.67,34118.94,75,US,25,2558920.5,3.1113220186812067,0.7346998751010212,1.0132245977518184,2.705309675997355,,,,,,
2013-11-30,ME5 PRIOR4,1.71,31080.93,60,EU,25,1864855.8,1.3340328706149338,0.7346998751010212,1.0132245977518184,1.7326140621556094,,,,,,
2013-11-30,SMALL HiPRIOR,7.02,257.03,357,US,25,91759.70999999999,3.1113220186812067,0.7346998751010212,1.0132245977518184,7.112836676217765,,,,,,
2013-11-30,SMALL HiPRIOR,5.12,124.88,669,EU,25,83544.72,1.3340328706149338,0.7346998751010212,1.0132245977518184,5.18770994048931,,,,,,
2013-11-30,SMALL LoPRIOR,0.47,68.89,1869,EU,25,128755.41,1.3340328706149338,0.7346998751010212,1.0132245977518184,0.4762155609433546,,,,,,
2013-11-30,SMALL LoPRIOR,5.39,151.47,602,US,25,91184.94,3.1113220186812067,0.7346998751010212,1.0132245977518184,5.461280581882301,,,,,,
2013-12-31,BIG HiPRIOR,1.92,30042.53,29,EU,25,871233.37,2.3826324912801113,0.7251105793633529,0.9800594590675077,1.8817141614096147,,,,,,
2013-12-31,BIG HiPRIOR,3.75,31603.9,47,US,25,1485383.3,2.6487651801405083,0.7251105793633529,0.9800594590675077,3.6752229715031537,,,,,,
2013-12-31,BIG LoPRIOR,2.12,34866.48,55,EU,25,1917656.4000000001,2.3826324912801113,0.7251105793633529,0.9800594590675077,2.0777260532231163,,,,,,
2013-12-31,BIG LoPRIOR,3.5,67419.58,42,US,25,2831622.36,2.6487651801405083,0.7251105793633529,0.9800594590675077,3.430208106736277,,,,,,
2013-12-31,ME1 PRIOR2,2.31,111.87,523,EU,25,58508.01,2.3826324912801113,0.7251105793633529,0.9800594590675077,2.263937350445943,,,,,,
2013-12-31,ME1 PRIOR2,2.62,231.56,285,US,25,65994.6,2.6487651801405083,0.7251105793633529,0.9800594590675077,2.5677557827568704,,,,,,
2013-12-31,ME1 PRIOR3,2.43,125.12,374,EU,25,46794.880000000005,2.3826324912801113,0.7251105793633529,0.9800594590675077,2.381544485534044,,,,,,
2013-12-31,ME1 PRIOR3,0.89,229.99,217,US,25,49907.83,2.6487651801405083,0.7251105793633529,0.9800594590675077,0.8722529185700818,,,,,,
2013-12-31,ME1 PRIOR4,4.29,160.25,372,EU,25,59613.0,2.3826324912801113,0.7251105793633529,0.9800594590675077,4.204455079399608,,,,,,
2013-12-31,ME1 PRIOR4,2.15,271.39,239,US,25,64862.21,2.6487651801405083,0.7251105793633529,0.9800594590675077,2.1071278369951414,,,,,,
2013-12-31,ME2 PRIOR1,2.77,1141.28,114,US,25,130105.92,2.6487651801405083,0.7251105793633529,0.9800594590675077,2.7147647016169962,,,,,,
2013-12-31,ME2 PRIOR1,2.35,1024.98,98,EU,25,100448.04000000001,2.3826324912801113,0.7251105793633529,0.9800594590675077,2.303139728808643,,,,,,
2013-12-31,ME2 PRIOR2,2.31,997.2,68,EU,25,67809.6,2.3826324912801113,0.7251105793633529,0.9800594590675077,2.263937350445943,,,,,,
2013-12-31,ME2 PRIOR2,1.34,1260.1,102,US,25,128530.2,2.6487651801405083,0.7251105793633529,0.9800594590675077,1.3132796751504603,,,,,,
2013-12-31,ME2 PRIOR3,2.86,1000.62,77,EU,25,77047.74,2.3826324912801113,0.7251105793633529,0.9800594590675077,2.802970052933072,,,,,,
2013-12-31,ME2 PRIOR3,1.68,1206.27,89,US,25,107358.03,2.6487651801405083,0.7251105793633529,0.9800594590675077,1.6464998912334128,,,,,,
2013-12-31,ME2 PRIOR4,1.8,1211.11,112,US,25,135644.31999999998,2.6487651801405083,0.7251105793633529,0.9800594590675077,1.764107026321514,,,,,,
2013-12-31,ME2 PRIOR4,3.62,1045.07,107,EU,25,111822.48999999999,2.3826324912801113,0.7251105793633529,0.9800594590675077,3.547815241824378,,,,,,
2013-12-31,ME2 PRIOR5,3.35,1184.41,159,US,25,188321.19,2.6487651801405083,0.7251105793633529,0.9800594590675077,3.283199187876151,,,,,,
2013-12-31,ME2 PRIOR5,3.23,1000.65,157,EU,25,157102.05,2.3826324912801113,0.7251105793633529,0.9800594590675077,3.1655920527880497,,,,,,
2013-12-31,ME3 PRIOR1,3.86,2804.1,59,US,25,165441.9,2.6487651801405083,0.7251105793633529,0.9800594590675077,3.7830295120005797,,,,,,
2013-12-31,ME3 PRIOR1,1.6,2296.92,79,EU,25,181456.68,2.3826324912801113,0.7251105793633529,0.9800594590675077,1.5680951345080123,,,,,,
2013-12-31,ME3 PRIOR2,3.38,2738.96,65,US,25,178032.4,2.6487651801405083,0.7251105793633529,0.9800594590675077,3.312600971648176,,,,,,
2013-12-31,ME3 PRIOR2,1.87,2207.97,60,EU,25,132478.19999999998,2.3826324912801113,0.7251105793633529,0.9800594590675077,1.8327111884562395,,,,,,
2013-12-31,ME3 PRIOR3,2.15,2794.67,93,US,25,259904.31,2.6487651801405083,0.7251105793633529,0.9800594590675077,2.1071278369951414,,,,,,
2013-12-31,ME3 PRIOR3,3.04,2676.22,44,EU,25,117753.68,2.3826324912801113,0.7251105793633529,0.9800594590675077,2.979380755565223,,,,,,
2013-12-31,ME3 PRIOR4,2.98,2414.74,61,EU,25,147299.13999999998,2.3826324912801113,0.7251105793633529,0.9800594590675077,2.920577188021173,,,,,,
2013-12-31,ME3 PRIOR4,1.07,2774.78,90,US,25,249730.2,2.6487651801405083,0.7251105793633529,0.9800594590675077,1.0486636212022333,,,,,,
2013-12-31,ME3 PRIOR5,2.72,2754.47,114,US,25,314009.57999999996,2.6487651801405083,0.7251105793633529,0.9800594590675077,2.6657617286636213,,,,,,
2013-12-31,ME3 PRIOR5,4.74,2520.26,80,EU,25,201620.80000000002,2.3826324912801113,0.7251105793633529,0.9800594590675077,4.645481835979987,,,,,,
2013-12-31,ME4 PRIOR1,2.78,7171.91,51,US,25,365767.41,2.6487651801405083,0.7251105793633529,0.9800594590675077,2.724565296207671,,,,,,
2013-12-31,ME4 PRIOR1,1.8,5698.53,55,EU,25,313419.14999999997,2.3826324912801113,0.7251105793633529,0.9800594590675077,1.764107026321514,,,,,,
2013-12-31,ME4 PRIOR2,2.89,5701.82,47,EU,25,267985.54,2.3826324912801113,0.7251105793633529,0.9800594590675077,2.8323718367050974,,,,,,
2013-12-31,ME4 PRIOR2,2.97,6242.65,76,US,25,474441.39999999997,2.6487651801405083,0.7251105793633529,0.9800594590675077,2.910776593430498,,,,,,
2013-12-31,ME4 PRIOR3,2.41,6760.8,76,US,25,513820.8,2.6487651801405083,0.7251105793633529,0.9800594590675077,2.3619432963526936,,,,,,
2013-12-31,ME4 PRIOR3,4.46,5836.36,44,EU,25,256799.84,2.3826324912801113,0.7251105793633529,0.9800594590675077,4.371065187441085,,,,,,
2013-12-31,ME4 PRIOR4,3.92,5940.64,53,EU,25,314853.92000000004,2.3826324912801113,0.7251105793633529,0.9800594590675077,3.8418330795446303,,,,,,
2013-12-31,ME4 PRIOR4,4.22,6464.6,81,US,25,523632.60000000003,2.6487651801405083,0.7251105793633529,0.9800594590675077,4.135850917264882,,,,,,
2013-12-31,ME4 PRIOR5,3.85,6074.39,68,EU,25,413058.52,2.3826324912801113,0.7251105793633529,0.9800594590675077,3.7732289174099045,,,,,,
2013-12-31,ME4 PRIOR5,3.27,5814.04,78,US,25,453495.12,2.6487651801405083,0.7251105793633529,0.9800594590675077,3.2047944311507504,,,,,,
2013-12-31,ME5 PRIOR2,1.33,43883.65,66,EU,25,2896320.9,2.3826324912801113,0.7251105793633529,0.9800594590675077,1.3034790805597853,,,,,,
2013-12-31,ME5 PRIOR2,1.34,41469.44,73,US,25,3027269.12,2.6487651801405083,0.7251105793633529,0.9800594590675077,1.3132796751504603,,,,,,
2013-12-31,ME5 PRIOR3,2.19,51660.55,86,US,25,4442807.3,2.6487651801405083,0.7251105793633529,0.9800594590675077,2.1463302153578416,,,,,,
2013-12-31,ME5 PRIOR3,2.08,37742.4,65,EU,25,2453256.0,2.3826324912801113,0.7251105793633529,0.9800594590675077,2.038523674860416,,,,,,
2013-12-31,ME5 PRIOR4,3.04,41042.21,81,US,25,3324419.01,2.6487651801405083,0.7251105793633529,0.9800594590675077,2.979380755565223,,,,,,
2013-12-31,ME5 PRIOR4,3.65,33657.67,56,EU,25,1884829.52,2.3826324912801113,0.7251105793633529,0.9800594590675077,3.577217025596403,,,,,,
2013-12-31,SMALL HiPRIOR,2.84,263.14,351,US,25,92362.14,2.6487651801405083,0.7251105793633529,0.9800594590675077,2.7833688637517215,,,,,,
2013-12-31,SMALL HiPRIOR,2.74,135.85,733,EU,25,99578.05,2.3826324912801113,0.7251105793633529,0.9800594590675077,2.685362917844971,,,,,,
2013-12-31,SMALL LoPRIOR,1.16,66.17,1804,EU,25,119370.68000000001,2.3826324912801113,0.7251105793633529,0.9800594590675077,1.1368689725183088,,,,,,
2013-12-31,SMALL LoPRIOR,2.51,171.07,587,US,25,100418.09,2.6487651801405083,0.7251105793633529,0.9800594590675077,2.459949242259444,,,,,,
2014-01-31,BIG HiPRIOR,0.05,32264.53,50,US,25,1613226.5,-3.310999720944414,0.7398638650488311,1.0219739567919504,0.05109869783959752,,,,,,
2014-01-31,BIG HiPRIOR,-0.92,30587.0,36,EU,25,1101132.0,-2.99543818177894,0.7398638650488311,1.0219739567919504,-0.9402160402485944,,,,,,
2014-01-31,BIG LoPRIOR,-4.08,33552.08,50,EU,25,1677604.0,-2.99543818177894,0.7398638650488311,1.0219739567919504,-4.169653743711158,,,,,,
2014-01-31,BIG LoPRIOR,-5.0,51199.26,40,US,25,2047970.4000000001,-3.310999720944414,0.7398638650488311,1.0219739567919504,-5.109869783959752,,,,,,
2014-01-31,ME1 PRIOR2,-2.58,225.09,274,US,25,61674.66,-3.310999720944414,0.7398638650488311,1.0219739567919504,-2.636692808523232,,,,,,
2014-01-31,ME1 PRIOR2,1.54,118.78,543,EU,25,64497.54,-2.99543818177894,0.7398638650488311,1.0219739567919504,1.5738398934596036,,,,,,
2014-01-31,ME1 PRIOR3,3.03,131.73,353,EU,25,46500.689999999995,-2.99543818177894,0.7398638650488311,1.0219739567919504,3.0965810890796095,,,,,,
2014-01-31,ME1 PRIOR3,-1.33,255.4,212,US,25,54144.8,-3.310999720944414,0.7398638650488311,1.0219739567919504,-1.359225362533294,,,,,,
2014-01-31,ME1 PRIOR4,2.32,145.82,355,EU,25,51766.1,-2.99543818177894,0.7398638650488311,1.0219739567919504,2.3709795797573245,,,,,,
2014-01-31,ME1 PRIOR4,-2.76,269.72,228,US,25,61496.16,-3.310999720944414,0.7398638650488311,1.0219739567919504,-2.820648120745783,,,,,,
2014-01-31,ME2 PRIOR1,-1.72,1035.78,99,EU,25,102542.22,-2.99543818177894,0.7398638650488311,1.0219739567919504,-1.7577952056821546,,,,,,
2014-01-31,ME2 PRIOR1,-4.1,1165.37,115,US,25,134017.55,-3.310999720944414,0.7398638650488311,1.0219739567919504,-4.190093222846996,,,,,,
2014-01-31,ME2 PRIOR2,-1.99,1261.76,88,US,25,111034.88,-3.310999720944414,0.7398638650488311,1.0219739567919504,-2.033728174015981,,,,,,
2014-01-31,ME2 PRIOR2,1.39,1121.25,76,EU,25,85215.0,-2.99543818177894,0.7398638650488311,1.0219739567919504,1.4205437999408108,,,,,,
2014-01-31,ME2 PRIOR3,-5.31,1265.75,96,US,25,121512.0,-3.310999720944414,0.7398638650488311,1.0219739567919504,-5.426681710565256,,,,,,
2014-01-31,ME2 PRIOR3,0.22,1067.92,80,EU,25,85433.6,-2.99543818177894,0.7398638650488311,1.0219739567919504,0.22483427049422908,,,,,,
2014-01-31,ME2 PRIOR4,-0.22,982.99,102,EU,25,100264.98,-2.99543818177894,0.7398638650488311,1.0219739567919504,-0.22483427049422908,,,,,,
2014-01-31,ME2 PRIOR4,-2.54,1245.82,117,US,25,145760.94,-3.310999720944414,0.7398638650488311,1.0219739567919504,-2.5958138502515538,,,,,,
2014-01-31,ME2 PRIOR5,-2.29,1209.07,157,US,25,189823.99,-3.310999720944414,0.7398638650488311,1.0219739567919504,-2.3403203610535663,,,,,,
2014-01-31,ME2 PRIOR5,0.63,1006.18,153,EU,25,153945.53999999998,-2.99543818177894,0.7398638650488311,1.0219739567919504,0.6438435927789288,,,,,,
2014-01-31,ME3 PRIOR1,-2.32,2376.2,78,EU,25,185343.59999999998,-2.99543818177894,0.7398638650488311,1.0219739567919504,-2.3709795797573245,,,,,,
2014-01-31,ME3 PRIOR1,-3.0,2920.56,58,US,25,169392.48,-3.310999720944414,0.7398638650488311,1.0219739567919504,-3.065921870375851,,,,,,
2014-01-31,ME3 PRIOR2,-3.62,2727.56,69,US,25,188201.63999999998,-3.310999720944414,0.7398638650488311,1.0219739567919504,-3.6995457235868603,,,,,,
2014-01-31,ME3 PRIOR2,-1.75,2385.09,56,EU,25,133565.04,-2.99543818177894,0.7398638650488311,1.0219739567919504,-1.788454424385913,,,,,,
2014-01-31,ME3 PRIOR3,-2.61,2978.29,73,US,25,217415.16999999998,-3.310999720944414,0.7398638650488311,1.0219739567919504,-2.66735202722699,,,,,,
2014-01-31,ME3 PRIOR3,-1.34,2693.2,44,EU,25,118500.79999999999,-2.99543818177894,0.7398638650488311,1.0219739567919504,-1.3694451021012135,,,,,,
2014-01-31,ME3 PRIOR4,-1.13,2425.64,64,EU,25,155240.96,-2.99543818177894,0.7398638650488311,1.0219739567919504,-1.1548305711749038,,,,,,
2014-01-31,ME3 PRIOR4,-3.8,2792.02,85,US,25,237321.7,-3.310999720944414,0.7398638650488311,1.0219739567919504,-3.8835010358094113,,,,,,
2014-01-31,ME3 PRIOR5,-3.06,2767.46,126,US,25,348699.96,-3.310999720944414,0.7398638650488311,1.0219739567919504,-3.127240307783368,,,,,,
