Strategy ID,Initial guarantee,b,m,L_target,L_trigger,TIME_PERIOD,Value
Tie in for TDF 2017-08-31,124.15915428056094,,,1.25,1.45,2017-08-31,164.85413319247002
Tie in for TDF 2017-08-31,124.15915428056094,,,1.25,1.4749999999999999,2017-08-31,164.85413319247002
Tie in for TDF 2017-08-31,124.15915428056094,,,1.25,1.4999999999999998,2017-08-31,164.85413319247002
Tie in for TDF 2017-08-31,124.15915428056094,,,1.25,1.5249999999999997,2017-08-31,164.85413319247002
Tie in for TDF 2017-08-31,124.15915428056094,,,1.25,1.5499999999999996,2017-08-31,164.85413319247002
Tie in for TDF 2017-08-31,124.15915428056094,,,1.25,1.5749999999999995,2017-08-31,164.85413319247002
Tie in for TDF 2017-08-31,124.15915428056094,,,1.25,1.5999999999999994,2017-08-31,164.85413319247002
Tie in for TDF 2017-08-31,124.15915428056094,,,1.25,1.6249999999999993,2017-08-31,164.85413319247002
Tie in for TDF 2017-08-31,124.15915428056094,,,1.25,1.6499999999999992,2017-08-31,164.85413319247002
Tie in for TDF 2017-08-31,124.15915428056094,,,1.25,1.6749999999999992,2017-08-31,164.85413319247002
Tie in for TDF 2017-08-31,124.15915428056094,,,1.25,1.699999999999999,2017-08-31,164.85413319247002
Tie in for TDF 2017-08-31,124.15915428056094,,,1.25,1.724999999999999,2017-08-31,164.85413319247002
Tie in for TDF 2017-08-31,124.15915428056094,,,1.25,1.749999999999999,2017-08-31,164.85413319247002
Tie in for TDF 2017-08-31,124.15915428056094,,,1.25,1.7749999999999988,2017-08-31,164.85413319247002
Tie in for TDF 2017-08-31,124.15915428056094,,,1.25,1.7999999999999987,2017-08-31,164.85413319247002
Tie in for TDF 2017-08-31,124.15915428056094,,,1.25,1.8249999999999986,2017-08-31,164.85413319247002
Tie in for TDF 2017-08-31,124.15915428056094,,,1.25,1.8499999999999985,2017-08-31,164.85413319247002
Tie in for TDF 2017-08-31,124.15915428056094,,,1.25,1.8749999999999984,2017-08-31,164.85413319247002
Tie in for TDF 2017-09-30,124.61773507875961,,,1.25,1.45,2017-09-30,165.50966610747474
Tie in for TDF 2017-09-30,124.61773507875961,,,1.25,1.4749999999999999,2017-09-30,165.50966610747474
Tie in for TDF 2017-09-30,124.61773507875961,,,1.25,1.4999999999999998,2017-09-30,165.50966610747474
Tie in for TDF 2017-09-30,124.61773507875961,,,1.25,1.5249999999999997,2017-09-30,165.50966610747474
Tie in for TDF 2017-09-30,124.61773507875961,,,1.25,1.5499999999999996,2017-09-30,165.50966610747474
Tie in for TDF 2017-09-30,124.61773507875961,,,1.25,1.5749999999999995,2017-09-30,165.50966610747474
Tie in for TDF 2017-09-30,124.61773507875961,,,1.25,1.5999999999999994,2017-09-30,165.50966610747474
Tie in for TDF 2017-09-30,124.61773507875961,,,1.25,1.6249999999999993,2017-09-30,165.50966610747474
Tie in for TDF 2017-09-30,124.61773507875961,,,1.25,1.6499999999999992,2017-09-30,165.50966610747474
Tie in for TDF 2017-09-30,124.61773507875961,,,1.25,1.6749999999999992,2017-09-30,165.50966610747474
Tie in for TDF 2017-09-30,124.61773507875961,,,1.25,1.699999999999999,2017-09-30,165.50966610747474
Tie in for TDF 2017-09-30,124.61773507875961,,,1.25,1.724999999999999,2017-09-30,165.50966610747474
Tie in for TDF 2017-09-30,124.61773507875961,,,1.25,1.749999999999999,2017-09-30,165.50966610747474
Tie in for TDF 2017-09-30,124.61773507875961,,,1.25,1.7749999999999988,2017-09-30,165.50966610747474
Tie in for TDF 2017-09-30,124.61773507875961,,,1.25,1.7999999999999987,2017-09-30,165.50966610747474
Tie in for TDF 2017-09-30,124.61773507875961,,,1.25,1.8249999999999986,2017-09-30,165.50966610747474
Tie in for TDF 2017-09-30,124.61773507875961,,,1.25,1.8499999999999985,2017-09-30,165.50966610747474
Tie in for TDF 2017-09-30,124.61773507875961,,,1.25,1.8749999999999984,2017-09-30,165.50966610747474
Tie in for TDF 2017-10-31,123.42501505298722,,,1.25,1.45,2017-10-31,164.76854557788909
Tie in for TDF 2017-10-31,123.42501505298722,,,1.25,1.4749999999999999,2017-10-31,164.76854557788909
Tie in for TDF 2017-10-31,123.42501505298722,,,1.25,1.4999999999999998,2017-10-31,164.76854557788906
Tie in for TDF 2017-10-31,123.42501505298722,,,1.25,1.5249999999999997,2017-10-31,164.76854557788909
Tie in for TDF 2017-10-31,123.42501505298722,,,1.25,1.5499999999999996,2017-10-31,164.76854557788906
Tie in for TDF 2017-10-31,123.42501505298722,,,1.25,1.5749999999999995,2017-10-31,164.76854557788909
Tie in for TDF 2017-10-31,123.42501505298722,,,1.25,1.5999999999999994,2017-10-31,164.76854557788909
Tie in for TDF 2017-10-31,123.42501505298722,,,1.25,1.6249999999999993,2017-10-31,164.76854557788906
Tie in for TDF 2017-10-31,123.42501505298722,,,1.25,1.6499999999999992,2017-10-31,164.76854557788909
Tie in for TDF 2017-10-31,123.42501505298722,,,1.25,1.6749999999999992,2017-10-31,164.76854557788906
Tie in for TDF 2017-10-31,123.42501505298722,,,1.25,1.699999999999999,2017-10-31,164.76854557788909
Tie in for TDF 2017-10-31,123.42501505298722,,,1.25,1.724999999999999,2017-10-31,164.76854557788909
Tie in for TDF 2017-10-31,123.42501505298722,,,1.25,1.749999999999999,2017-10-31,164.76854557788906
Tie in for TDF 2017-10-31,123.42501505298722,,,1.25,1.7749999999999988,2017-10-31,164.76854557788906
Tie in for TDF 2017-10-31,123.42501505298722,,,1.25,1.7999999999999987,2017-10-31,164.76854557788909
