TIME_PERIOD,Value,Initial guarantee,Strategy ID,Fund name,L_target,L_trigger,m,b
2007-08-31,80.0,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2007-08-31,20.0,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2007-09-30,20.327692833712835,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2007-09-30,80.02938775324529,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2007-10-31,81.1131220681433,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2007-10-31,20.885223660172098,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2007-11-30,19.694838465157616,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2007-11-30,81.88849833759133,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2007-12-31,19.37843322301178,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2007-12-31,81.03049335703876,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2008-01-31,17.298919512441334,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2008-01-31,83.87872791153603,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2008-02-29,84.0440742922765,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2008-02-29,17.312450344708502,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2008-03-31,83.90984495293266,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2008-03-31,16.67422161089705,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2008-04-30,17.759495957937137,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2008-04-30,82.83905175996433,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2008-05-31,17.96924514652697,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2008-05-31,81.24962605048638,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2008-06-30,16.157827330536517,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2008-06-30,79.73443994523376,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2008-07-31,15.742626155996158,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2008-07-31,81.72847548036358,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2008-08-31,83.28527075131935,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2008-08-31,15.939467790571852,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2008-09-30,83.68947411518938,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2008-09-30,13.9880030057106,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2008-10-31,84.56740912557758,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2008-10-31,12.258567207476064,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2008-11-30,88.25042801342181,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2008-11-30,11.400563534164927,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2008-12-31,89.45901931136594,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2008-12-31,11.128218152291002,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2009-01-31,87.5955162718746,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2009-01-31,10.73418009132462,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2009-02-28,9.782280762142559,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2009-02-28,88.94380290343737,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2009-03-31,89.76596380884843,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2009-03-31,9.94619428975067,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2009-04-30,90.35165926167826,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2009-04-30,11.376455271438813,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2009-05-31,88.44705851918563,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2009-05-31,12.08816474555747,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2009-06-30,90.36916734412686,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2009-06-30,11.83025829486136,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2009-07-31,92.84426433331575,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2009-07-31,13.038019526857985,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2009-08-31,93.53799067073014,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2009-08-31,13.650747882067197,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2009-09-30,14.031658333930014,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2009-09-30,94.2402226694071,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2009-10-31,13.62179116511924,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2009-10-31,94.45941446666852,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2009-11-30,13.823430919231976,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2009-11-30,95.49843136866113,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2009-12-31,14.556600454989058,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2009-12-31,95.1652752267142,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2010-01-31,14.22106730396252,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2010-01-31,95.72358001101684,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2010-02-28,14.328232427558454,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2010-02-28,96.90957518243044,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2010-03-31,15.362191427851696,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2010-03-31,97.56896734243382,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2010-04-30,98.40562113894492,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2010-04-30,15.27939585092824,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2010-05-31,14.525836139495889,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2010-05-31,99.28723543294619,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2010-06-30,14.4245188824077,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2010-06-30,98.56843795729404,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2010-07-31,15.209513803810196,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2010-07-31,99.9577328033437,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2010-08-31,14.959323160290836,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2010-08-31,102.155818157714,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2010-09-30,101.61172124930945,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2010-09-30,15.506878957034024,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2010-10-31,16.03140303991494,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2010-10-31,101.62331834469762,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2010-11-30,98.16875063783384,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2010-11-30,15.71227375977693,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2010-12-31,97.9786998174561,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2010-12-31,16.66651005043892,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2011-01-31,97.36321794793899,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2011-01-31,16.876850520050777,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2011-02-28,97.84124301476449,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2011-02-28,17.21877089759367,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2011-03-31,97.37343144330899,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2011-03-31,16.734369570449644,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2011-04-30,97.06910509747534,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2011-04-30,17.294297221510117,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2011-05-31,17.3121917290589,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2011-05-31,98.72841903838382,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2011-06-30,16.87111709406628,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2011-06-30,98.55147641505691,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2011-07-31,98.36071094188152,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2011-07-31,16.527674424359937,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2011-08-31,14.67403817183844,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2011-08-31,102.41106152213274,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2011-09-30,102.5437119192323,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2011-09-30,13.881242906428445,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2011-10-31,101.11043615112133,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2011-10-31,14.926760959897718,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2011-11-30,14.78588143337986,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2011-11-30,97.65995553725716,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2011-12-31,15.000540022304346,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2011-12-31,102.02347700458557,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2012-01-31,104.707624570476,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2012-01-31,15.571067429796035,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2012-02-29,106.57223625657323,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2012-02-29,16.284289763286466,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2012-03-31,106.58720780927676,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2012-03-31,16.351877326605813,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2012-04-30,106.77405960986411,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2012-04-30,16.119394676891975,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2012-05-31,15.049822544699138,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2012-05-31,106.9174709126686,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2012-06-30,15.887801657679383,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2012-06-30,106.74606161814994,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2012-07-31,108.41617569678334,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2012-07-31,16.37922817881522,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2012-08-31,16.67536405798156,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2012-08-31,109.31282472480574,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2012-09-30,16.827120064377926,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2012-09-30,110.64538159779349,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2012-10-31,112.41050908040319,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2012-10-31,17.026154336689228,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2012-11-30,113.48483352303039,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2012-11-30,17.425460970758564,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2012-12-31,114.06310628373025,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2012-12-31,17.7316658251087,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2013-01-31,18.337334475149152,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2013-01-31,113.55533696231443,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2013-02-28,18.449144134786508,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2013-02-28,114.11076202291993,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2013-03-31,18.80468377006126,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2013-03-31,114.26553666611676,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2013-04-30,117.06531575503705,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2013-04-30,19.187970500043818,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2013-05-31,116.13085362573516,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2013-05-31,19.411538423551995,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2013-06-30,114.72001819147108,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2013-06-30,18.368114446019245,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2013-07-31,115.88453620805907,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2013-07-31,19.453844015164698,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2013-08-31,116.25564194831757,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2013-08-31,19.368993860376946,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2013-09-30,117.0290862247812,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2013-09-30,20.33063055861273,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2013-10-31,118.43878330220677,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2013-10-31,21.039411266303315,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2013-11-30,118.98792662976645,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2013-11-30,21.367322068530914,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2013-12-31,118.43236030575181,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2013-12-31,21.5900977394171,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2014-01-31,120.05244674873707,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2014-01-31,21.369296792427722,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2014-02-28,120.40026216404893,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2014-02-28,22.466263678210378,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2014-03-31,22.391161089790288,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2014-03-31,120.89145024999215,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2014-04-30,121.42413432037206,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2014-04-30,22.678992832634503,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2014-05-31,23.269386525656653,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2014-05-31,121.78328186956264,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2014-06-30,23.15212759503396,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2014-06-30,122.49966350163443,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2014-07-31,22.679223037603776,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2014-07-31,122.8111212881231,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2014-08-31,22.998429007246198,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2014-08-31,123.25487745425471,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2014-09-30,23.197781077940736,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2014-09-30,123.47234247223497,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2014-10-31,22.671464145471226,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2014-10-31,123.21876231146999,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2014-11-30,23.22562529687899,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2014-11-30,123.36868742347205,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2014-12-31,123.53119920068401,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2014-12-31,22.98838235156542,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2015-01-31,24.609147976470677,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2015-01-31,123.84704418703417,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2015-02-28,124.20214943853293,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2015-02-28,26.28960925588626,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2015-03-31,26.837497843876374,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2015-03-31,124.32697632897734,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2015-04-30,26.979523115244238,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2015-04-30,124.1651625095648,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2015-05-31,124.19315233147918,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2015-05-31,27.532997223355466,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2015-06-30,26.231557338830417,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2015-06-30,123.88476782574014,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2015-07-31,27.404140654051535,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2015-07-31,124.30761401688386,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2015-08-31,25.173971842936353,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2015-08-31,124.19833922766456,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2015-09-30,24.114121161586933,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2015-09-30,124.30785421373652,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2015-10-31,26.046115855678764,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2015-10-31,124.46899125460745,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2015-11-30,124.60774010534239,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2015-11-30,26.712974706653114,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2015-12-31,124.49411070796232,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2015-12-31,25.46255627854543,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2016-01-31,124.63302280744975,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2016-01-31,23.732674950398184,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2016-02-29,124.65318900872568,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2016-02-29,23.387625085020442,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2016-03-31,124.61688803020262,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2016-03-31,23.870713715243596,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2016-04-30,124.63870796892239,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2016-04-30,24.413586225158898,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2016-05-31,24.85903989686406,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2016-05-31,124.68984897863847,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2016-06-30,124.74825015944738,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2016-06-30,23.720985451361383,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2016-07-31,124.66063282540512,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2016-07-31,24.74831715628212,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2016-08-31,124.66162781220831,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2016-08-31,24.888341757038788,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2016-09-30,124.67302974343434,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2016-09-30,25.060745958468218,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2016-10-31,124.6084276821547,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
2016-10-31,24.769494832742804,124.15915428056094,Tie in for TDF 2017-08-31,"{""Market_Return"",""EU""}",1.25,1.3,,
2016-11-30,124.5636098302022,124.15915428056094,Tie in for TDF 2017-08-31,TDF 2017-08-31,1.25,1.3,,
