Strategy ID,Initial guarantee,b,m,L_target,L_trigger,TIME_PERIOD,Value
Tie in for TDF 2017-08-31,114.96217988940829,,,1.35,1.4000000000000001,2017-08-31,167.10179454657018
Tie in for TDF 2017-08-31,114.96217988940829,,,1.35,1.425,2017-08-31,167.31619114879996
Tie in for TDF 2017-08-31,114.96217988940829,,,1.35,1.45,2017-08-31,167.56331259360593
Tie in for TDF 2017-08-31,114.96217988940829,,,1.35,1.4749999999999999,2017-08-31,167.71493033077198
Tie in for TDF 2017-08-31,114.96217988940829,,,1.35,1.4999999999999998,2017-08-31,167.71493033077198
Tie in for TDF 2017-08-31,114.96217988940829,,,1.35,1.5249999999999997,2017-08-31,167.71493033077198
Tie in for TDF 2017-08-31,114.96217988940829,,,1.35,1.5499999999999996,2017-08-31,167.71493033077198
Tie in for TDF 2017-08-31,114.96217988940829,,,1.35,1.5749999999999995,2017-08-31,167.71493033077198
Tie in for TDF 2017-08-31,114.96217988940829,,,1.35,1.5999999999999994,2017-08-31,167.71493033077198
Tie in for TDF 2017-08-31,114.96217988940829,,,1.35,1.6249999999999993,2017-08-31,167.71493033077198
Tie in for TDF 2017-08-31,114.96217988940829,,,1.35,1.6499999999999992,2017-08-31,167.71493033077198
Tie in for TDF 2017-08-31,114.96217988940829,,,1.35,1.6749999999999992,2017-08-31,167.71493033077198
Tie in for TDF 2017-08-31,114.96217988940829,,,1.35,1.699999999999999,2017-08-31,167.71493033077198
Tie in for TDF 2017-08-31,114.96217988940829,,,1.35,1.724999999999999,2017-08-31,167.71493033077198
Tie in for TDF 2017-08-31,114.96217988940829,,,1.35,1.749999999999999,2017-08-31,167.71493033077198
Tie in for TDF 2017-08-31,114.96217988940829,,,1.35,1.7749999999999988,2017-08-31,167.71493033077198
Tie in for TDF 2017-08-31,114.96217988940829,,,1.35,1.7999999999999987,2017-08-31,167.71493033077198
Tie in for TDF 2017-08-31,114.96217988940829,,,1.35,1.8249999999999986,2017-08-31,167.71493033077198
Tie in for TDF 2017-09-30,115.38679173959223,,,1.35,1.4000000000000001,2017-09-30,167.76035589473062
Tie in for TDF 2017-09-30,115.38679173959223,,,1.35,1.425,2017-09-30,167.8980821007807
Tie in for TDF 2017-09-30,115.38679173959223,,,1.35,1.45,2017-09-30,168.2303441353999
Tie in for TDF 2017-09-30,115.38679173959223,,,1.35,1.4749999999999999,2017-09-30,168.39485048051927
Tie in for TDF 2017-09-30,115.38679173959223,,,1.35,1.4999999999999998,2017-09-30,168.39485048051932
Tie in for TDF 2017-09-30,115.38679173959223,,,1.35,1.5249999999999997,2017-09-30,168.39485048051927
Tie in for TDF 2017-09-30,115.38679173959223,,,1.35,1.5499999999999996,2017-09-30,168.39485048051932
Tie in for TDF 2017-09-30,115.38679173959223,,,1.35,1.5749999999999995,2017-09-30,168.39485048051932
Tie in for TDF 2017-09-30,115.38679173959223,,,1.35,1.5999999999999994,2017-09-30,168.39485048051927
Tie in for TDF 2017-09-30,115.38679173959223,,,1.35,1.6249999999999993,2017-09-30,168.39485048051927
Tie in for TDF 2017-09-30,115.38679173959223,,,1.35,1.6499999999999992,2017-09-30,168.39485048051932
Tie in for TDF 2017-09-30,115.38679173959223,,,1.35,1.6749999999999992,2017-09-30,168.39485048051932
Tie in for TDF 2017-09-30,115.38679173959223,,,1.35,1.699999999999999,2017-09-30,168.39485048051927
Tie in for TDF 2017-09-30,115.38679173959223,,,1.35,1.724999999999999,2017-09-30,168.39485048051932
Tie in for TDF 2017-09-30,115.38679173959223,,,1.35,1.749999999999999,2017-09-30,168.39485048051932
Tie in for TDF 2017-09-30,115.38679173959223,,,1.35,1.7749999999999988,2017-09-30,168.39485048051927
Tie in for TDF 2017-09-30,115.38679173959223,,,1.35,1.7999999999999987,2017-09-30,168.39485048051932
Tie in for TDF 2017-09-30,115.38679173959223,,,1.35,1.8249999999999986,2017-09-30,168.39485048051927
Tie in for TDF 2017-10-31,114.28242134535854,,,1.35,1.4000000000000001,2017-10-31,167.144921335299
Tie in for TDF 2017-10-31,114.28242134535854,,,1.35,1.425,2017-10-31,167.2928212637066
Tie in for TDF 2017-10-31,114.28242134535854,,,1.35,1.45,2017-10-31,167.55700058245685
Tie in for TDF 2017-10-31,114.28242134535854,,,1.35,1.4749999999999999,2017-10-31,167.8758868406016
Tie in for TDF 2017-10-31,114.28242134535854,,,1.35,1.4999999999999998,2017-10-31,167.87588684060154
Tie in for TDF 2017-10-31,114.28242134535854,,,1.35,1.5249999999999997,2017-10-31,167.8758868406016
Tie in for TDF 2017-10-31,114.28242134535854,,,1.35,1.5499999999999996,2017-10-31,167.87588684060154
Tie in for TDF 2017-10-31,114.28242134535854,,,1.35,1.5749999999999995,2017-10-31,167.87588684060154
Tie in for TDF 2017-10-31,114.28242134535854,,,1.35,1.5999999999999994,2017-10-31,167.8758868406016
Tie in for TDF 2017-10-31,114.28242134535854,,,1.35,1.6249999999999993,2017-10-31,167.8758868406016
Tie in for TDF 2017-10-31,114.28242134535854,,,1.35,1.6499999999999992,2017-10-31,167.87588684060154
Tie in for TDF 2017-10-31,114.28242134535854,,,1.35,1.6749999999999992,2017-10-31,167.87588684060154
Tie in for TDF 2017-10-31,114.28242134535854,,,1.35,1.699999999999999,2017-10-31,167.8758868406016
Tie in for TDF 2017-10-31,114.28242134535854,,,1.35,1.724999999999999,2017-10-31,167.87588684060154
Tie in for TDF 2017-10-31,114.28242134535854,,,1.35,1.749999999999999,2017-10-31,167.87588684060154
Tie in for TDF 2017-10-31,114.28242134535854,,,1.35,1.7749999999999988,2017-10-31,167.8758868406016
Tie in for TDF 2017-10-31,114.28242134535854,,,1.35,1.7999999999999987,2017-10-31,167.87588684060154
Tie in for TDF 2017-10-31,114.28242134535854,,,1.35,1.8249999999999986,2017-10-31,167.8758868406016
Tie in for TDF 2017-11-30,113.68342702853265,,,1.35,1.4000000000000001,2017-11-30,169.06496359535566
Tie in for TDF 2017-11-30,113.68342702853265,,,1.35,1.425,2017-11-30,169.3358482481873
Tie in for TDF 2017-11-30,113.68342702853265,,,1.35,1.45,2017-11-30,169.6761797194515
Tie in for TDF 2017-11-30,113.68342702853265,,,1.35,1.4749999999999999,2017-11-30,170.05293790142937
Tie in for TDF 2017-11-30,113.68342702853265,,,1.35,1.4999999999999998,2017-11-30,170.46869744246774
Tie in for TDF 2017-11-30,113.68342702853265,,,1.35,1.5249999999999997,2017-11-30,170.42694018083546
Tie in for TDF 2017-11-30,113.68342702853265,,,1.35,1.5499999999999996,2017-11-30,170.42694018083546
